"Periodo(MMM DD, AAAA)","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), pesos - 1 año","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), pesos - 5 años","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), pesos - 10 años","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), UVR - 1 año","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), UVR - 5 años","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), UVR - 10 años"
"2011/02/22",4.74,7.92,8.82,1.32,3.08,3.84
"2011/02/23",4.72,8.02,8.91,1.05,3.09,3.88
"2011/02/24",4.83,8.1,8.98,1.1,3.17,3.93
"2011/02/25",4.81,8.12,8.94,1.12,3.22,3.98
"2011/02/28",4.97,8.09,8.92,1.13,3.21,3.93
"2011/03/01",4.84,8.1,9.03,1.14,3.27,4.02
"2011/03/02",4.88,8.22,9,1.36,3.38,4.04
"2011/03/03",4.91,8.21,8.99,,,
"2011/03/04",4.85,8.14,8.94,1.12,3.25,4.03
"2011/03/07",4.75,8,8.79,1.97,3.43,4.13
"2011/03/08",4.86,7.94,8.77,1.16,3.33,4.13
"2011/03/09",4.75,7.96,8.77,1.27,3.44,4.08
"2011/03/10",4.78,7.59,8.61,1.89,3.44,4.04
"2011/03/11",4.81,7.93,8.77,1.33,3.48,4.01
"2011/03/14",4.85,7.93,8.79,1.27,3.43,4.06
"2011/03/15",4.85,7.97,8.8,2.02,3.3,4.04
"2011/03/16",4.8,7.99,8.81,1.36,3.56,4.1
"2011/03/17",4.8,7.87,8.68,2.19,3.43,3.99
"2011/03/18",4.91,7.89,8.73,2.17,3.56,4.03
"2011/03/22",5.04,7.86,8.74,,,
"2011/03/23",4.84,7.82,8.78,1.63,3.64,3.61
"2011/03/24",4.93,8,8.83,1.49,3.73,4.12
"2011/03/25",4.98,8.08,8.89,,,
"2011/03/28",4.93,8.08,8.86,1.52,3.74,4.1
"2011/03/29",4.93,8.07,8.86,1.65,3.85,4.08
"2011/03/30",4.87,8.07,8.82,2.18,3.6,3.97
"2011/03/31",4.87,8.03,8.76,2.07,3.68,3.98
"2011/04/01",4.85,7.96,8.74,,,
"2011/04/04",4.88,7.89,8.62,2.11,3.52,3.98
"2011/04/05",4.9,7.85,8.6,,,
"2011/04/06",4.83,7.86,8.54,2.08,3.84,4.14
"2011/04/07",4.85,7.86,8.57,,,
"2011/04/08",4.92,7.82,8.56,1.92,3.89,4.12
"2011/04/11",4.89,7.75,8.51,1.79,3.82,3.6
"2011/04/12",4.88,7.75,8.47,1.98,3.76,4.02
"2011/04/13",4.88,7.73,8.46,1.98,3.72,4.01
"2011/04/14",4.87,7.68,8.45,2.04,3.68,3.98
"2011/04/15",4.84,7.69,8.47,1.97,3.7,4
"2011/04/18",4.83,7.76,8.5,1.96,3.76,4.06
"2011/04/19",4.85,7.73,8.48,1.97,3.68,4.02
"2011/04/20",4.83,7.68,8.44,,,
"2011/04/25",4.9,7.78,8.56,1.64,3.87,4.06
"2011/04/26",4.93,7.86,8.61,1.66,3.73,3.99
"2011/04/27",5,7.83,8.58,1.88,3.67,4.02
"2011/04/28",4.96,7.84,8.6,2.05,3.62,3.96
"2011/04/29",4.97,7.78,8.64,1.89,3.6,3.97
"2011/05/02",4.98,7.79,8.58,1.92,3.65,3.98
"2011/05/03",5.01,7.72,8.51,2.09,3.67,3.95
"2011/05/04",5.01,7.69,8.48,2.11,3.67,3.94
"2011/05/05",5.08,7.67,8.48,2.14,3.67,3.96
"2011/05/06",5.01,7.64,8.41,2.23,3.64,3.5
"2011/05/09",5.12,7.65,8.42,2.38,3.8,4.01
"2011/05/10",5.18,7.57,8.36,2.37,3.75,3.95
"2011/05/11",5.28,7.64,8.4,2.23,3.74,3.92
"2011/05/12",4.92,7.65,8.47,,,
"2011/05/13",5.25,7.65,8.37,3.48,3.61,3.87
"2011/05/16",5.31,7.7,8.44,2.3,3.65,3.9
"2011/05/17",5.35,7.66,8.4,2.33,3.64,3.9
"2011/05/18",5.19,7.59,8.36,2.31,3.66,3.91
"2011/05/19",5.23,7.61,8.37,1.92,3.7,3.39
"2011/05/20",5.15,7.6,8.38,2.27,3.66,3.91
"2011/05/23",5.24,7.66,8.46,2.3,3.65,3.91
"2011/05/24",5.2,7.61,8.41,2.3,3.63,3.89
"2011/05/25",5.19,7.62,8.42,2.28,3.62,3.89
"2011/05/26",5.21,7.61,8.4,2.25,3.61,3.86
"2011/05/27",5.11,7.61,8.39,2.27,3.61,3.89
"2011/05/30",5.12,7.56,8.37,2.24,3.63,3.89
"2011/05/31",5.17,7.49,8.34,2.01,3.64,3.88
"2011/06/01",5.11,7.4,8.25,2.24,3.54,3.82
"2011/06/02",5.17,7.39,8.22,2.25,3.46,3.79
"2011/06/03",5.15,7.43,8.23,2.18,3.46,3.77
"2011/06/07",5.19,7.33,8.15,2.21,3.44,3.75
"2011/06/08",5.14,7.25,8.04,2.17,3.38,3.65
"2011/06/09",5.23,7.25,8.04,2.26,3.45,3.77
"2011/06/10",5.3,7.25,8.08,2.03,3.56,3.8
"2011/06/13",5.32,7.26,8.1,2.09,3.45,3.78
"2011/06/14",5.3,7.22,8.07,2.11,3.42,3.78
"2011/06/15",5.28,7.17,8.01,2.1,3.43,3.79
"2011/06/16",5.28,7.16,7.97,2.13,3.41,3.77
"2011/06/17",5.28,7.15,7.97,2.18,3.39,3.78
"2011/06/20",5.27,7.12,7.94,2.15,3.36,3.76
"2011/06/21",5.29,7.09,7.92,2.24,3.37,3.77
"2011/06/22",5.31,7.14,7.94,,,
"2011/06/23",5.25,7.11,7.93,2.19,3.39,3.79
"2011/06/24",5.22,7.09,7.87,2.05,3.4,3.77
"2011/06/28",5.23,7.07,7.88,2.14,3.4,3.78
"2011/06/29",5.23,7.06,7.9,2.14,3.41,3.78
"2011/06/30",5.2,7.07,7.87,2.03,3.41,3.78
"2011/07/01",5.22,7.07,7.95,2.03,3.53,3.85
"2011/07/05",5.26,7.12,7.99,,,
"2011/07/06",5.27,7.12,7.97,2.03,3.55,3.88
"2011/07/07",5.28,7.08,7.87,1.99,3.41,3.83
"2011/07/08",5.25,7.04,7.84,1.92,3.37,3.79
"2011/07/11",5.24,7.08,7.92,,,
"2011/07/12",5.33,7.09,7.91,1.96,3.54,3.85
"2011/07/13",5.27,7.1,7.9,2.04,3.46,3.22
"2011/07/14",5.27,7.1,7.9,2.04,3.43,3.82
"2011/07/15",5.25,7.08,7.91,,,
"2011/07/18",5.25,7.13,7.98,2.05,4.03,5.73
"2011/07/19",5.3,7.17,8,1.98,3.57,2.62
"2011/07/21",5.28,7.13,7.97,2.05,3.47,3.83
"2011/07/22",5.28,7.1,7.94,2.05,3.46,3.83
"2011/07/25",5.32,7.08,7.94,,,
"2011/07/26",5.29,7.03,7.88,,,
"2011/07/27",5.27,7.01,7.8,2.06,3.45,3.83
"2011/07/28",5.25,6.98,7.82,2.03,3.42,3.82
"2011/07/29",5.28,6.93,7.81,2.08,3.42,3.82
"2011/08/01",5.26,6.92,7.74,2.1,3.42,3.8
"2011/08/02",5.28,6.9,7.7,2.1,3.4,3.79
"2011/08/03",5.3,6.92,7.67,2.08,3.37,3.77
"2011/08/04",5.4,6.92,7.67,2.09,3.38,3.79
"2011/08/05",5.31,7.01,7.74,1.93,3.53,3.86
"2011/08/08",5.38,6.98,7.76,2.1,3.35,3.81
"2011/08/09",5.34,6.97,7.73,2.2,3.37,3.79
"2011/08/10",5.34,6.83,7.57,2.04,3.44,3.76
"2011/08/11",5.39,6.8,7.58,2.16,3.33,3.73
"2011/08/12",5.36,6.75,7.53,2.13,3.31,3.74
"2011/08/16",5.3,6.73,7.52,2.09,3.26,3.71
"2011/08/17",5.36,6.75,7.55,2.17,3.29,3.72
"2011/08/18",5.36,6.71,7.53,2.06,3.35,3.71
"2011/08/19",5.31,6.68,7.48,,,
"2011/08/22",5.29,6.58,7.41,2.13,3.22,3.66
"2011/08/23",5.21,6.58,7.4,2.1,3.32,3.69
"2011/08/24",5.22,6.57,7.44,2.11,3.33,3.7
"2011/08/25",5.3,6.64,7.45,,,
"2011/08/26",5.31,6.65,7.5,,,
"2011/08/29",5.29,6.65,7.5,2.19,3.28,3.71
"2011/08/30",5.28,6.63,7.45,2.22,3.32,3.69
"2011/08/31",5.29,6.62,7.47,2.14,3.27,3.35
"2011/09/01",5.27,6.59,7.45,2.25,3.18,3.67
"2011/09/02",5.2,6.52,7.4,2.13,3.19,3.62
"2011/09/05",5.13,6.47,7.37,2.3,3.14,3.62
"2011/09/06",5.08,6.41,7.3,,,
"2011/09/07",5.08,6.43,7.31,2.33,3.22,3.61
"2011/09/08",5.06,6.33,7.29,2.34,3.15,3.58
"2011/09/09",4.99,6.31,7.27,2.18,3.12,3.49
"2011/09/12",4.94,6.38,7.41,2.22,3.18,3.56
"2011/09/13",4.98,6.41,7.44,2.21,3.15,3.57
"2011/09/14",5.01,6.44,7.44,2.26,2.99,2.76
"2011/09/15",5,6.42,7.4,2.19,3.18,3.57
"2011/09/16",5,6.46,7.45,2.27,3.11,3.68
"2011/09/19",5,6.46,7.46,2.15,3.23,3.63
"2011/09/20",4.98,6.46,7.44,,,
"2011/09/21",4.94,6.57,7.55,2.14,3.18,3.2
"2011/09/22",5.09,6.75,7.74,,,
"2011/09/23",5.21,6.86,7.81,,,
"2011/09/26",5.23,6.81,7.69,2.17,3.39,3.75
"2011/09/27",5.04,6.78,7.65,2.13,3.36,3.75
"2011/09/28",5.2,6.73,7.65,2.17,3.34,3.72
"2011/09/29",5.12,6.74,7.68,2.16,3.35,3.73
"2011/09/30",5.16,6.79,7.6,,,
"2011/10/03",5.02,6.95,7.92,,,
"2011/10/04",5.17,6.99,7.83,,,
"2011/10/05",5.21,6.9,7.81,2.34,3.27,3.78
"2011/10/06",5.13,6.95,7.84,1.94,3.28,3.73
"2011/10/07",5.21,6.88,7.75,1.94,3.43,3.65
"2011/10/10",5.24,6.8,7.63,1.89,3.32,3.77
"2011/10/11",5.13,6.8,7.62,1.9,3.29,3.61
"2011/10/12",5.15,6.8,7.61,1.77,3.32,3.67
"2011/10/13",5.18,6.88,7.64,,,
"2011/10/14",5.32,6.79,7.58,1.73,3.24,3.68
"2011/10/18",5.34,6.81,7.64,1.69,3.31,3.65
"2011/10/19",5.35,6.81,7.65,1.7,3.21,3.63
"2011/10/20",5.34,6.93,7.72,1.71,3.15,3
"2011/10/21",5.43,6.98,7.69,1.77,3.19,3.61
"2011/10/24",5.48,6.91,7.67,1.78,3.17,3.63
"2011/10/25",5.48,6.92,7.65,1.88,3.17,3.83
"2011/10/26",5.48,6.93,7.63,1.88,3.05,3.62
"2011/10/27",5.48,6.88,7.56,1.72,3.13,3.61
"2011/10/28",5.5,6.96,7.59,1.67,3.31,3.63
"2011/10/31",5.56,6.95,7.61,1.81,3.11,3.59
"2011/11/01",5.46,6.95,7.65,1.69,3.09,3.1
"2011/11/02",5.53,6.95,7.62,1.71,3.09,3.09
"2011/11/03",5.53,6.95,7.57,1.72,3.09,3.07
"2011/11/04",5.48,6.99,7.62,1.95,2.78,1.97
"2011/11/08",5.49,6.97,7.62,1.79,3.06,3.13
"2011/11/09",5.58,6.99,7.6,1.75,3.13,3.6
"2011/11/10",5.55,7.01,7.59,,,
"2011/11/11",5.59,7.01,7.63,1.76,3.06,3.05
"2011/11/15",5.62,7.04,7.7,1.75,3.06,3.03
"2011/11/16",5.73,7.08,7.66,2.05,3.02,3.57
"2011/11/17",5.7,7.08,7.66,1.77,2.74,2.05
"2011/11/18",5.77,7.08,7.67,1.94,2.96,3.57
"2011/11/21",5.76,7.09,7.7,1.73,2.84,3.6
"2011/11/22",5.74,7.11,7.68,1.79,3.1,3.6
"2011/11/23",5.75,7.13,7.79,1.94,3.06,3.54
"2011/11/24",5.75,7.14,7.8,1.78,3.14,3.53
"2011/11/25",5.73,7.09,7.78,1.89,3.07,3.54
"2011/11/28",5.64,7.12,7.74,1.94,3.04,3.51
"2011/11/29",5.7,7.11,7.83,1.87,3.01,3.16
"2011/11/30",5.66,7.1,7.75,1.76,2.7,1.94
"2011/12/01",5.71,7.06,7.76,1.79,3.05,3.51
"2011/12/02",5.65,7.04,7.74,1.88,2.98,3.15
"2011/12/05",5.55,7.01,7.7,1.97,3.02,3.36
"2011/12/06",5.53,7.05,7.73,1.98,3.01,2.98
"2011/12/07",5.51,7.12,7.72,2.03,3.17,3.51
"2011/12/09",5.59,7.02,7.74,1.86,3.02,3.48
"2011/12/12",5.57,7.09,7.77,1.9,3.09,2.36
"2011/12/13",5.57,7.09,7.77,1.86,3.02,3.31
"2011/12/14",5.58,7.09,7.77,1.9,3.11,3.52
"2011/12/15",5.59,7.06,7.72,1.89,3.03,3.51
"2011/12/16",5.58,6.99,7.7,1.63,3.09,3.49
"2011/12/19",5.5,7.13,7.74,1.65,2.97,2.16
"2011/12/20",5.5,7.12,7.79,1.67,3.02,2.23
"2011/12/21",5.56,7.12,7.69,1.58,3.03,3.4
"2011/12/22",5.56,7.15,7.81,1.92,3,3.52
"2011/12/23",5.53,7.05,7.75,,,
"2011/12/26",5.56,7.19,7.78,1.51,2.72,1.98
"2011/12/27",5.64,7.14,7.78,1.58,2.89,2.44
"2011/12/28",5.64,7.15,7.79,1.53,2.75,2
"2011/12/29",5.58,7.14,7.78,,,
"2012/01/02",5.47,7.17,7.72,,,
"2012/01/03",5.54,7.18,7.72,,,
"2012/01/04",5.56,7.11,7.72,,,
"2012/01/05",5.57,7.08,7.67,1.8,3.1,3.5
"2012/01/06",5.57,7.07,7.71,1.85,2.9,3.48
"2012/01/10",5.61,7.04,7.64,1.87,2.85,3.44
"2012/01/11",5.58,7.02,7.63,1.82,2.83,3.44
"2012/01/12",5.58,6.96,7.58,1.82,2.83,3.45
"2012/01/13",5.56,6.93,7.53,1.79,2.83,3.45
"2012/01/16",5.54,6.94,7.54,1.63,3.03,3.46
"2012/01/17",5.54,6.91,7.53,1.63,2.75,2.54
"2012/01/18",5.5,6.93,7.54,2.91,2.69,3.41
"2012/01/19",5.53,6.91,7.55,1.89,2.82,3.42
"2012/01/20",5.53,6.93,7.57,1.86,2.77,3.46
"2012/01/23",5.52,6.91,7.55,1.88,2.85,3.46
"2012/01/24",5.54,6.9,7.53,1.86,2.85,3.42
"2012/01/25",5.48,6.83,7.47,2.63,2.68,3.43
"2012/01/26",5.51,6.77,7.39,1.87,2.83,3.43
"2012/01/27",5.5,6.82,7.42,1.43,2.92,3.44
"2012/01/30",5.54,6.86,7.5,1.87,2.86,3.46
"2012/01/31",5.63,6.95,7.5,1.83,2.95,3.51
"2012/02/01",5.58,6.89,7.45,,,
"2012/02/02",5.51,6.89,7.43,1.88,2.87,3.48
"2012/02/03",5.51,6.86,7.48,1.83,2.89,3.49
"2012/02/06",5.51,6.88,7.48,1.83,2.89,3.49
"2012/02/07",5.49,6.92,7.51,1.76,2.91,3.48
"2012/02/08",5.53,6.95,7.55,1.69,2.89,3.06
"2012/02/09",5.56,6.94,7.53,1.71,2.87,3.5
"2012/02/10",5.6,6.96,7.52,1.69,2.97,3.5
"2012/02/13",5.71,7.02,7.53,,,
"2012/02/14",5.69,7.02,7.5,1.82,2.98,3.52
"2012/02/15",5.59,7.05,7.44,1.79,3.04,3.54
"2012/02/16",5.66,6.99,7.46,1.76,3.02,3.55
"2012/02/17",5.66,6.95,7.44,1.74,3.05,3.53
"2012/02/20",5.7,6.97,7.46,1.73,3.02,3.24
"2012/02/21",5.76,7.02,7.49,1.84,3.05,3.55
"2012/02/22",5.76,7.02,7.51,1.87,3.06,3.55
"2012/02/23",5.75,7.03,7.5,1.93,3.08,3.56
"2012/02/24",5.73,7.04,7.48,1.95,3.13,3.55
"2012/02/27",5.75,6.99,7.44,1.92,3.08,3.06
"2012/02/28",5.74,6.98,7.44,2.01,3.08,3.54
"2012/02/29",5.72,6.95,7.45,1.94,3.08,3.54
"2012/03/01",5.73,6.96,7.47,,,
"2012/03/02",5.69,6.9,7.41,1.91,3.18,3.53
"2012/03/05",5.75,6.83,7.39,2.04,3.11,3.56
"2012/03/06",5.73,6.78,7.36,2.1,3.18,3.6
"2012/03/07",5.71,6.78,7.35,2.1,3.21,3.56
"2012/03/08",5.7,6.75,7.33,2.11,3.22,3.59
"2012/03/09",5.65,6.79,7.33,,,
"2012/03/12",5.71,6.75,7.33,2.19,3.29,3.61
"2012/03/13",5.69,6.74,7.32,2.23,3.13,3.11
"2012/03/14",5.71,6.8,7.37,,,
"2012/03/15",5.72,6.82,7.4,2.31,3.15,3.15
"2012/03/16",5.69,6.8,7.43,2.29,3.32,3.64
"2012/03/20",5.67,6.83,7.46,2.35,3.32,3.65
"2012/03/21",5.68,6.81,7.45,2.41,3.26,3.67
"2012/03/22",5.69,6.79,7.41,2.39,3.27,3.64
"2012/03/23",5.78,6.78,7.4,2.42,3.26,3.63
"2012/03/26",5.66,6.77,7.38,2.41,3.25,3.6
"2012/03/27",5.67,6.73,7.37,2.42,3.24,3.6
"2012/03/28",5.64,6.71,7.33,2.4,3.22,3.52
"2012/03/29",5.64,6.72,7.36,2.42,3.26,3.62
"2012/03/30",5.55,6.71,7.36,2.38,3.25,3.6
"2012/04/02",5.51,6.7,7.34,2.38,3.33,3.66
"2012/04/03",5.53,6.66,7.3,2.43,3.24,3.64
"2012/04/04",5.47,6.66,7.33,,,
"2012/04/09",5.48,6.59,7.27,2.61,3.4,3.67
"2012/04/10",5.5,6.6,7.27,2.76,3.31,3.66
"2012/04/11",5.53,6.62,7.25,2.77,3.32,3.66
"2012/04/12",5.51,6.6,7.24,2.77,3.32,3.61
"2012/04/13",5.51,6.57,7.21,2.73,3.23,3.59
"2012/04/16",5.48,6.54,7.19,2.82,3.26,3.6
"2012/04/17",5.46,6.55,7.21,3.28,3.23,3.58
"2012/04/18",5.5,6.55,7.23,2.84,3.29,3.62
"2012/04/19",5.49,6.56,7.22,,,
"2012/04/20",5.49,6.56,7.21,2.83,3.3,3.62
"2012/04/23",5.51,6.58,7.24,2.84,3.3,3.62
"2012/04/24",5.56,6.61,7.26,2.86,3.3,3.62
"2012/04/25",5.53,6.6,7.25,2.86,3.28,3.62
"2012/04/26",5.49,6.57,7.22,2.86,3.29,3.63
"2012/04/27",5.5,6.56,7.21,2.83,3.28,3.63
"2012/04/30",5.48,6.58,7.21,2.84,3.31,3.63
"2012/05/02",5.51,6.59,7.21,2.95,3.27,3.62
"2012/05/03",5.5,6.55,7.15,2.85,3.26,3.63
"2012/05/04",5.53,6.54,7.14,2.83,3.28,3.67
"2012/05/07",5.54,6.54,7.13,,,
"2012/05/08",5.55,6.53,7.12,2.82,3.33,3.66
