"Periodo(MMM DD, AAAA)","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), pesos - 1 año","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), pesos - 5 años","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), pesos - 10 años","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), UVR - 1 año","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), UVR - 5 años","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), UVR - 10 años"
"2013/11/27",4.23,6.3,7.28,1.92,3.43,3.83
"2013/11/28",4.18,6.31,7.29,1.94,3.44,3.88
"2013/11/29",4.19,6.32,7.33,1.89,3.42,3.88
"2013/12/02",4.19,6.36,7.34,1.86,3.44,3.92
"2013/12/03",4.22,6.38,7.39,1.8,3.38,3.88
"2013/12/04",4.26,6.45,7.46,1.79,3.37,3.89
"2013/12/05",4.19,6.45,7.45,1.78,3.28,3.83
"2013/12/06",4.19,6.3,7.34,1.98,3.3,3.81
"2013/12/09",4.2,6.22,7.19,1.92,3.27,3.74
"2013/12/10",4.09,6.22,7.29,1.96,3.25,3.73
"2013/12/11",4.14,6.23,7.32,1.93,3.25,3.73
"2013/12/12",4.16,6.32,7.3,1.9,3.29,3.77
"2013/12/13",4.22,6.31,7.36,1.88,3.2,3.7
"2013/12/16",4.22,6.28,7.25,1.79,3.11,3.64
"2013/12/17",4.22,6.29,7.25,1.78,3.09,3.62
"2013/12/18",4.24,6.28,7.29,1.74,3.09,3.63
"2013/12/19",4.23,6.32,7.3,1.7,3.15,3.67
"2013/12/20",4.21,6.25,7.22,1.63,3.14,3.66
"2013/12/23",4.23,6.17,7.13,1.61,3.06,3.61
"2013/12/24",4.21,6.16,7.06,1.88,3,3.55
"2013/12/26",4.21,6.06,7.07,,,
"2013/12/27",4.23,6.13,7.12,1.71,3.08,3.63
"2013/12/30",4.2,6.27,7.29,1.64,3.12,3.69
"2014/01/02",4.22,6.3,7.23,1.65,3.12,3.7
"2014/01/03",4.22,6.23,7.16,1.72,3.07,3.66
"2014/01/07",4.17,6.29,7.28,1.55,2.96,3.59
"2014/01/08",4.19,6.27,7.28,1.52,2.69,3.49
"2014/01/09",4.18,6.25,7.28,1.48,2.7,3.51
"2014/01/10",4.16,6.22,7.23,1.44,2.7,3.51
"2014/01/13",4.14,6.2,7.18,1.22,2.94,3.62
"2014/01/14",4.12,6.19,7.2,1.36,2.69,3.51
"2014/01/15",4.12,6.16,7.2,1.31,2.91,3.61
"2014/01/16",4.09,6.15,7.22,1.29,2.9,3.61
"2014/01/17",4.09,6.19,7.31,1.25,2.94,3.67
"2014/01/20",4.07,6.21,7.36,1.25,2.93,3.68
"2014/01/21",4.11,6.22,7.44,1.24,2.94,3.7
"2014/01/22",4.12,6.2,7.38,1.32,2.7,3.58
"2014/01/23",4.1,6.2,7.43,1.29,2.93,3.77
"2014/01/24",4.14,6.27,7.48,1.35,3,3.82
"2014/01/27",4.18,6.19,7.42,1.17,3.23,3.87
"2014/01/28",4.15,6.27,7.33,1.33,3.03,3.81
"2014/01/29",4.2,6.38,7.44,1.5,2.97,3.77
"2014/01/30",4.27,6.42,7.43,1.31,3.04,3.84
"2014/01/31",4.35,6.63,7.64,1.55,3.33,3.94
"2014/02/03",4.4,6.65,7.56,1.53,3.42,4.01
"2014/02/04",4.37,6.65,7.63,1.6,3.06,3.82
"2014/02/05",4.42,6.63,7.52,1.39,3.17,3.92
"2014/02/06",4.36,6.6,7.5,1.34,3.14,3.9
"2014/02/07",4.28,6.58,7.59,1.35,3.15,3.9
"2014/02/10",4.31,6.55,7.5,1.36,3.29,3.9
"2014/02/11",4.25,6.52,7.58,1.31,3.15,3.89
"2014/02/12",4.26,6.5,7.56,1.32,3.13,3.87
"2014/02/13",4.27,6.55,7.6,1.34,3.19,3.91
"2014/02/14",4.28,6.53,7.48,1.32,3.14,3.87
"2014/02/17",4.23,6.52,7.57,1.43,3.06,3.8
"2014/02/18",4.25,6.54,7.57,1.48,3.08,3.8
"2014/02/19",4.3,6.6,7.63,1.46,3.24,3.93
"2014/02/20",4.33,6.68,7.77,1.48,3.3,4
"2014/02/21",4.41,6.62,7.63,1.42,3.29,3.99
"2014/02/24",4.33,6.64,7.72,1.48,3.22,3.92
"2014/02/25",4.28,6.64,7.71,1.66,3.2,3.9
"2014/02/26",4.29,6.64,7.72,1.38,3.29,4
"2014/02/27",4.29,6.64,7.67,1.4,3.24,3.96
"2014/02/28",4.26,6.62,7.64,1.3,3.21,3.97
"2014/03/03",4.23,6.61,7.73,1.29,3.2,3.96
"2014/03/04",4.19,6.58,7.71,1.27,3.16,3.94
"2014/03/05",4.18,6.57,7.71,1.34,3.07,3.86
"2014/03/06",4.15,6.51,7.63,1.33,3.12,3.88
"2014/03/07",4.17,6.52,7.62,1.49,3.1,3.84
"2014/03/10",4.16,6.54,7.6,1.48,3.15,3.89
"2014/03/11",4.13,6.52,7.66,1.55,3.09,3.84
"2014/03/12",4.12,6.51,7.67,1.48,3.08,3.83
"2014/03/13",4.1,6.5,7.65,1.53,3.09,3.84
"2014/03/14",4.12,6.5,7.65,1.42,3.05,3.83
"2014/03/17",4.16,6.47,7.53,1.53,3.1,3.85
"2014/03/18",4.19,6.51,7.64,1.53,3.11,3.86
"2014/03/19",4.17,6.38,7.43,1.52,3.06,3.81
"2014/03/20",4.1,6.17,7.15,1.65,2.94,4.09
"2014/03/21",4.1,6.16,7.16,1.53,2.97,3.7
"2014/03/25",4.13,6.15,7.06,1.56,2.98,3.7
"2014/03/26",4.08,5.97,6.89,1.61,2.94,3.64
"2014/03/27",4.1,5.92,6.87,1.67,2.92,3.66
"2014/03/28",4.12,5.93,6.84,1.69,2.88,3.64
"2014/03/31",4.15,5.93,6.78,1.73,2.84,3.61
"2014/04/01",4.16,5.88,6.85,1.7,2.85,3.61
"2014/04/02",4.16,5.91,6.83,1.76,2.84,3.61
"2014/04/03",4.15,5.9,6.85,1.77,2.78,3.54
"2014/04/04",4.17,5.86,6.68,1.72,2.79,3.53
"2014/04/07",4.17,5.82,6.69,1.64,2.71,3.46
"2014/04/08",4.14,5.7,6.52,1.68,2.61,3.36
"2014/04/09",4.16,5.7,6.5,1.64,2.55,3.31
"2014/04/10",4.18,5.72,6.5,1.89,2.43,3.83
"2014/04/11",4.18,5.72,6.45,1.67,2.51,3.3
"2014/04/14",4.16,5.71,6.47,1.67,2.53,3.32
"2014/04/15",4.18,5.74,6.63,1.65,2.52,3.39
"2014/04/16",4.13,5.75,6.48,,,
"2014/04/21",4.2,5.73,6.5,1.58,2.77,3.45
"2014/04/22",4.23,5.76,6.62,1.61,2.78,3.46
"2014/04/23",4.27,5.83,6.52,1.6,2.79,3.46
"2014/04/24",4.33,5.9,6.57,1.67,2.83,3.49
"2014/04/25",4.31,5.88,6.57,1.69,2.82,3.47
"2014/04/28",4.38,6.06,6.66,1.81,2.93,3.56
"2014/04/29",4.44,6.04,6.64,1.96,2.91,3.54
"2014/04/30",4.36,6.03,6.78,1.96,2.91,3.53
"2014/05/02",4.39,6.05,6.79,1.97,2.96,3.55
"2014/05/05",4.43,6.04,6.77,1.99,2.94,3.54
"2014/05/06",4.42,6.08,6.76,1.92,2.88,3.49
"2014/05/07",4.41,6.04,6.69,1.9,2.87,3.48
"2014/05/08",4.44,5.98,6.61,1.88,2.86,3.47
"2014/05/09",4.48,6,6.57,1.9,2.87,3.49
"2014/05/12",4.51,6.01,6.57,1.9,2.89,3.51
"2014/05/13",4.49,6.06,6.69,1.9,2.98,3.61
"2014/05/14",4.38,6.08,6.73,1.9,2.99,3.6
"2014/05/15",4.46,6.15,6.7,1.93,2.98,3.59
"2014/05/16",4.51,6.1,6.55,1.9,2.95,3.54
"2014/05/19",4.55,6.14,6.61,1.95,2.85,3.47
"2014/05/20",4.47,6.08,6.71,1.93,2.88,3.47
"2014/05/21",4.54,6.08,6.65,1.98,2.83,3.44
"2014/05/22",4.49,6.03,6.47,1.95,2.84,3.44
"2014/05/23",4.51,6.01,6.62,1.99,2.87,3.46
"2014/05/26",4.58,6.04,6.5,1.64,2.92,3.51
"2014/05/27",4.67,6.08,6.46,2,2.91,3.5
"2014/05/28",4.56,6.02,6.67,2.02,2.9,3.48
"2014/05/29",4.59,6.07,6.55,1.98,2.9,3.47
"2014/05/30",4.53,6.05,6.65,2.03,2.9,3.47
"2014/06/03",4.69,6.04,6.71,2.01,2.93,3.51
"2014/06/04",4.63,6.07,6.74,2.1,2.96,3.54
"2014/06/05",4.6,6.04,6.7,2.01,2.94,3.53
"2014/06/06",4.54,6,6.68,1.92,2.82,3.41
"2014/06/09",4.64,6.02,6.64,1.91,2.87,3.44
"2014/06/10",4.57,6.03,6.7,1.95,2.83,3.43
"2014/06/11",4.62,6.01,6.69,1.92,2.84,3.44
"2014/06/12",4.63,6.03,6.53,1.91,2.84,3.45
"2014/06/13",4.65,6.03,6.66,1.89,2.84,3.44
"2014/06/16",4.72,6.09,6.72,1.9,2.88,3.49
"2014/06/17",4.82,6.26,6.85,1.65,2.93,3.55
"2014/06/18",4.77,6.28,6.92,1.99,2.97,3.59
"2014/06/19",4.8,6.23,6.88,2.02,3.06,3.66
"2014/06/20",4.83,6.24,6.78,1.91,3.01,3.61
"2014/06/24",4.79,6.21,6.82,1.95,3,3.6
"2014/06/25",4.83,6.25,6.83,2.09,3,3.57
"2014/06/26",4.75,6.26,6.82,1.94,2.96,3.58
"2014/06/27",4.7,6.24,6.91,1.92,2.95,3.59
"2014/07/01",4.73,6.26,6.88,1.87,2.98,3.63
"2014/07/02",4.76,6.28,6.9,1.93,3.01,3.66
"2014/07/03",4.88,6.36,6.88,1.93,3.04,3.67
"2014/07/04",4.76,6.28,6.83,1.95,3.06,3.67
"2014/07/07",4.72,6.26,6.83,2.01,3.13,3.71
"2014/07/08",4.76,6.25,6.75,1.99,3.13,3.7
"2014/07/09",4.75,6.29,6.91,1.97,3.12,3.69
"2014/07/10",4.75,6.28,6.91,1.94,3.09,3.68
"2014/07/11",4.74,6.27,6.92,1.95,3.09,3.68
"2014/07/14",4.73,6.24,6.91,1.98,3.06,3.64
"2014/07/15",4.79,6.26,6.92,1.99,3.08,3.66
"2014/07/16",4.76,6.26,6.95,2.05,3.08,3.65
"2014/07/17",4.72,6.21,6.94,2.04,3.09,3.66
"2014/07/18",4.73,6.25,6.96,2.06,3.09,3.66
"2014/07/21",4.74,6.28,6.91,2.09,3.09,3.65
"2014/07/22",4.71,6.18,6.89,2.09,3.05,3.61
"2014/07/23",4.71,6.19,6.84,2.05,3.04,3.6
"2014/07/24",4.71,6.15,6.82,2.05,3,3.57
"2014/07/25",4.71,6.15,6.86,2,3,3.58
"2014/07/28",4.67,6.1,6.84,2.17,3.09,3.6
"2014/07/29",4.72,6.12,6.78,1.99,2.98,3.54
"2014/07/30",4.74,6.2,6.95,1.95,3.05,3.63
"2014/07/31",4.77,6.26,6.98,1.26,3.1,3.7
"2014/08/01",4.81,6.19,6.99,1.13,3.09,3.68
"2014/08/04",4.81,6.23,6.95,1.92,3,3.58
"2014/08/05",4.75,6.25,6.98,1.9,2.96,3.57
"2014/08/06",4.75,6.21,6.97,1.9,2.98,3.55
"2014/08/08",4.82,6.24,7,1.94,2.99,3.59
"2014/08/11",4.78,6.23,7.02,1.91,3,3.6
"2014/08/12",4.8,6.22,6.98,1.89,2.99,3.59
"2014/08/13",4.77,6.2,7.04,1.9,2.99,3.6
"2014/08/14",4.83,6.21,6.96,1.91,2.98,3.57
"2014/08/15",4.73,6.11,6.96,1.93,2.96,3.56
"2014/08/19",4.74,6.12,6.98,1.96,2.93,3.53
"2014/08/20",4.75,6.11,6.96,1.96,2.94,3.55
"2014/08/21",4.82,6.12,6.97,1.97,2.92,3.55
"2014/08/22",4.81,6.13,6.96,2.02,2.94,3.58
"2014/08/25",4.8,6.13,6.96,1.76,2.94,3.58
"2014/08/26",4.83,6.08,6.93,2.04,2.92,3.56
"2014/08/27",4.85,6.06,6.88,2.07,2.9,3.52
"2014/08/28",4.81,6.03,6.82,2.07,2.88,3.49
"2014/08/29",4.81,5.99,6.73,2.08,2.87,3.46
"2014/09/01",4.8,5.95,6.72,2.12,2.89,3.48
"2014/09/02",4.84,6,6.83,2.2,2.87,3.49
"2014/09/03",4.81,6,6.82,2.2,2.93,3.55
"2014/09/04",4.87,5.99,6.8,2.25,2.94,3.55
"2014/09/05",4.86,5.97,6.77,2.26,2.9,3.52
"2014/09/08",4.82,5.97,6.72,1.89,2.91,3.55
"2014/09/09",4.9,6.04,6.87,2.32,2.94,3.56
"2014/09/10",4.9,6.06,6.91,2.28,2.93,3.56
"2014/09/11",4.89,6.05,6.9,2.34,2.92,3.55
"2014/09/12",4.87,6.09,6.96,2.32,2.92,3.56
"2014/09/15",4.81,6.08,6.97,2.2,2.88,3.53
"2014/09/16",4.82,6.06,6.9,2.31,2.88,3.52
"2014/09/17",4.8,6.02,6.91,2.29,2.84,3.49
"2014/09/18",4.82,6.03,6.9,1.87,2.87,3.52
"2014/09/19",4.81,6.01,6.85,2.21,2.8,3.46
"2014/09/22",4.91,6.02,6.87,2.15,2.83,3.51
"2014/09/23",4.88,6.04,6.94,2.13,2.82,3.5
"2014/09/24",4.79,6.07,7,2.16,2.82,3.5
"2014/09/25",4.87,6.08,7.02,2.17,2.8,3.51
"2014/09/26",4.88,6.11,7,2.17,2.81,3.53
"2014/09/29",4.96,6.18,7.19,2.16,2.95,3.64
"2014/09/30",4.87,6.22,7.19,2.14,2.97,3.65
"2014/10/01",4.88,6.16,7.12,2.23,2.95,3.95
"2014/10/02",4.88,6.17,7.08,1.59,2.96,3.66
"2014/10/03",4.89,6.16,7.07,2.2,2.9,3.6
"2014/10/06",4.89,6.13,7.05,1.6,2.99,3.68
"2014/10/07",4.89,6.13,7.03,2.19,2.91,3.59
"2014/10/08",4.89,6.14,7.07,1.62,2.96,3.66
"2014/10/09",4.88,6.1,7.02,2.12,2.89,3.59
"2014/10/10",4.87,6.14,7.11,2.08,2.84,3.58
"2014/10/14",4.92,6.09,7.05,2.08,2.81,3.55
"2014/10/15",4.88,6.04,7.02,2.08,2.83,3.56
"2014/10/16",4.88,6.09,7.06,2.14,2.83,3.54
"2014/10/17",4.87,6.04,6.98,2.1,2.87,3.54
"2014/10/20",4.88,6.03,6.98,2.12,2.87,3.52
"2014/10/21",4.87,6.01,6.96,2.13,2.81,3.51
"2014/10/22",4.84,6.02,6.96,2.18,2.8,3.5
"2014/10/23",4.85,6.02,6.98,1.77,2.84,3.55
"2014/10/24",4.9,6.01,7,2.24,2.81,3.51
"2014/10/27",4.92,6.02,7,1.81,2.82,3.54
"2014/10/28",4.85,5.98,6.97,2.24,2.75,3.48
"2014/10/29",4.83,5.93,6.94,2.21,2.69,3.44
"2014/10/30",4.81,5.92,6.92,1.8,2.7,3.46
"2014/10/31",4.81,5.9,6.94,2.13,2.67,3.43
"2014/11/04",4.82,5.88,6.95,2.16,2.7,3.45
"2014/11/05",4.81,5.82,6.9,2.12,2.65,3.43
"2014/11/06",4.85,5.81,6.87,2.06,2.61,3.39
"2014/11/07",4.87,5.79,6.84,2.17,2.6,3.36
"2014/11/10",4.85,5.76,6.82,2.03,2.59,3.39
"2014/11/11",4.9,5.78,6.82,2.07,2.53,3.36
"2014/11/12",4.82,5.73,6.79,2.01,2.53,3.34
"2014/11/13",4.83,5.73,6.82,1.92,2.52,3.33
"2014/11/14",4.83,5.77,6.9,1.39,2.56,3.37
"2014/11/18",4.82,5.74,6.89,1.95,2.46,3.28
"2014/11/19",4.8,5.74,6.87,1.91,2.41,3.26
"2014/11/20",4.81,5.67,6.82,1.85,2.38,3.23
"2014/11/21",4.75,5.65,6.81,1.99,2.29,3.51
"2014/11/24",4.69,5.66,6.77,1.79,2.38,3.23
"2014/11/25",4.72,5.65,6.78,1.8,2.38,3.23
"2014/11/26",4.73,5.67,6.79,1.04,2.42,3.3
"2014/11/27",4.68,5.71,6.86,1.14,2.39,3.32
"2014/11/28",4.65,5.69,6.93,1.01,2.36,3.29
"2014/12/01",4.63,5.68,6.9,1.01,2.35,3.28
"2014/12/02",4.65,5.71,6.93,0.89,2.38,3.33
"2014/12/03",4.65,5.69,6.94,0.88,2.35,3.31
"2014/12/04",4.65,5.74,7.07,0.72,2.36,3.37
"2014/12/05",4.68,5.81,7.17,1.37,2.28,3.65
"2014/12/09",4.73,5.92,7.41,1.44,2.32,3.73
"2014/12/10",4.76,6.14,7.59,0.84,2.51,3.56
"2014/12/11",4.76,6.16,7.6,0.74,2.61,3.64
"2014/12/12",4.79,6.12,7.53,0.73,2.56,3.55
"2014/12/15",4.82,6.2,7.59,2.76,2.33,5.19
"2014/12/16",4.91,6.35,7.7,0.72,2.56,3.57
"2014/12/17",4.91,6.31,7.57,0.82,2.66,3.54
"2014/12/18",4.9,6.24,7.4,0.73,2.51,3.5
"2014/12/19",4.91,6.28,7.47,0.71,2.53,3.52
"2014/12/22",4.9,6.31,7.48,1.4,2.42,3.93
"2014/12/23",4.93,6.37,7.52,1.34,2.42,3.79
"2014/12/24",4.93,6.32,7.47,,,
"2014/12/26",4.93,6.27,7.53,2.76,2.31,5.3
"2014/12/29",4.94,6.31,7.48,1.38,2.34,3.9
"2014/12/30",4.94,6.31,7.5,1.2,2.37,3.82
"2015/01/02",4.92,6.24,7.47,,,
"2015/01/05",4.91,6.27,7.47,0.69,2.48,3.48
"2015/01/06",4.93,6.32,7.52,0.71,2.5,3.48
"2015/01/07",4.9,6.25,7.42,0.71,2.51,3.49
"2015/01/08",4.84,6.1,7.25,0.72,2.5,3.46
"2015/01/09",4.84,6.12,7.25,0.74,2.53,3.48
"2015/01/13",4.86,6.15,7.28,0.76,2.56,3.47
"2015/01/14",4.8,6.09,7.26,0.77,2.52,3.44
"2015/01/15",4.74,5.96,7.15,0.73,2.5,3.42
"2015/01/16",4.69,5.89,7.08,0.72,2.47,3.4
"2015/01/19",4.65,5.85,7.04,0.7,2.46,3.4
"2015/01/20",4.72,5.85,7.04,0.69,2.43,3.37
"2015/01/21",4.65,5.82,7.02,0.65,2.37,3.34
"2015/01/22",4.56,5.68,6.94,0.52,2.13,3.17
"2015/01/23",4.61,5.61,6.91,0.54,2.18,3.21
"2015/01/26",4.62,5.59,6.94,0.52,2.15,3.2
"2015/01/27",4.56,5.54,6.86,0.46,2.05,3.15
"2015/01/28",4.53,5.53,6.87,0.47,2.08,3.19
"2015/01/29",4.53,5.5,6.84,0.47,2.09,3.19
"2015/01/30",4.52,5.62,6.94,0.5,2.12,3.2
"2015/02/02",4.51,5.51,6.87,0.45,2.06,3.19
"2015/02/03",4.57,5.53,6.86,0.48,2.1,3.22
"2015/02/04",4.63,5.61,6.91,0.47,2.11,3.24
"2015/02/05",4.64,5.63,6.93,0.48,2.14,3.3
"2015/02/06",4.68,5.71,6.98,0.49,2.18,3.33
"2015/02/09",4.74,5.75,7.05,0.53,2.25,3.39
"2015/02/10",4.73,5.82,7.12,0.56,2.3,3.41
"2015/02/11",4.7,5.81,7.19,0.53,2.24,3.36
"2015/02/12",4.66,5.68,7.1,0.5,2.19,3.33
"2015/02/13",4.63,5.63,7.04,0.52,2.22,3.35
"2015/02/16",4.63,5.62,7.04,0.52,2.23,3.36
"2015/02/17",4.64,5.65,7.1,0.54,2.25,3.37
"2015/02/18",4.63,5.62,7.13,0.52,2.21,3.33
"2015/02/19",4.61,5.59,7.08,0.57,2.3,3.4
"2015/02/20",4.61,5.61,7.1,0.53,2.22,3.33
"2015/02/23",4.6,5.57,7.1,0.53,2.21,3.33
"2015/02/24",4.56,5.57,7.07,0.53,2.22,3.33
"2015/02/25",4.56,5.52,6.97,0.54,2.23,3.34
"2015/02/26",4.56,5.52,6.94,0.57,2.28,3.37
"2015/02/27",4.54,5.54,6.96,0.57,2.3,3.39
"2015/03/02",4.57,5.57,7.01,0.6,2.34,3.4
"2015/03/03",4.56,5.62,7.11,0.63,2.36,3.4
"2015/03/04",4.57,5.66,7.13,0.61,2.36,3.43
"2015/03/05",4.58,5.67,7.1,0.62,2.38,3.44
"2015/03/06",4.77,5.9,7.31,0.61,2.36,3.44
"2015/03/09",4.78,5.96,7.36,0.61,2.36,3.42
"2015/03/10",4.84,6.08,7.46,0.6,2.34,3.41
"2015/03/11",4.86,6.06,7.4,0.58,2.31,3.39
"2015/03/12",4.83,6.01,7.33,0.6,2.34,3.41
"2015/03/13",4.91,6.18,7.46,0.59,2.34,3.44
"2015/03/16",4.91,6.24,7.49,0.56,2.29,3.39
"2015/03/17",4.89,6.17,7.41,0.56,2.29,3.4
"2015/03/18",4.88,6.08,7.37,0.56,2.29,3.4
"2015/03/19",4.83,5.99,7.28,0.56,2.28,3.38
"2015/03/20",4.85,5.95,7.26,0.57,2.3,3.39
"2015/03/24",4.81,5.9,7.23,0.59,2.32,3.4
"2015/03/25",4.81,5.96,7.31,0.57,2.28,3.37
"2015/03/26",4.77,6.02,7.39,0.6,2.34,3.39
"2015/03/27",4.81,6.07,7.39,0.67,2.45,3.47
"2015/03/30",4.83,6.1,7.46,,,
"2015/03/31",4.84,6.13,7.42,0.57,2.3,3.39
"2015/04/01",4.84,6.08,7.37,0.63,2.37,3.42
"2015/04/06",4.83,5.97,7.28,0.62,2.39,3.47
"2015/04/07",4.76,5.97,7.29,0.7,2.5,3.5
"2015/04/08",4.74,5.88,7.19,0.96,2.39,3.34
"2015/04/09",4.75,5.95,7.24,0.73,2.5,3.43
"2015/04/10",4.76,5.95,7.24,0.73,2.56,3.54
"2015/04/13",4.75,5.86,7.19,1.04,2.35,3.34
"2015/04/14",4.73,5.89,7.18,0.79,2.49,3.42
"2015/04/15",4.71,5.87,7.17,0.84,2.51,3.48
"2015/04/16",4.73,5.86,7.15,0.88,2.61,3.54
"2015/04/17",4.7,5.86,7.18,1.14,2.56,3.49
"2015/04/20",4.71,5.86,7.19,0.88,2.72,3.59
"2015/04/21",4.7,5.84,7.17,1.15,2.6,3.44
"2015/04/22",4.73,5.83,7.2,1.41,2.48,3.36
"2015/04/23",4.71,5.85,7.25,1.38,2.45,3.32
"2015/04/24",4.7,5.82,7.14,1.43,2.43,3.29
"2015/04/27",4.72,5.82,7.25,1.18,2.55,3.37
"2015/04/28",4.72,5.85,7.15,1.33,2.48,3.34
"2015/04/29",4.72,5.84,7.15,1.09,2.59,3.46
"2015/04/30",4.7,5.89,7.18,1.97,2.19,3.17
"2015/05/04",4.76,5.91,7.23,1.13,2.66,3.5
"2015/05/05",4.7,5.94,7.27,1.34,2.61,3.41
"2015/05/06",4.76,6,7.33,1.35,2.49,3.34
"2015/05/07",4.72,5.97,7.32,0.87,2.71,3.54
"2015/05/08",4.74,5.93,7.28,0.93,2.69,3.51
"2015/05/11",4.71,5.98,7.33,0.92,2.73,3.53
"2015/05/12",4.73,6.02,7.41,0.98,2.74,3.53
"2015/05/13",4.64,5.97,7.39,1.08,2.7,3.51
"2015/05/14",4.7,5.98,7.38,1.01,2.74,3.53
"2015/05/15",4.71,5.98,7.37,1.05,2.72,3.51
"2015/05/19",4.69,6.01,7.39,1.03,2.77,3.53
"2015/05/20",4.75,6.02,7.39,0.95,2.83,3.58
"2015/05/21",4.74,5.99,7.35,1.27,2.74,3.67
"2015/05/22",4.71,6.02,7.37,0.92,2.79,3.57
"2015/05/25",4.7,6.02,7.39,1.15,2.85,3.56
"2015/05/26",4.72,6.02,7.39,1.02,2.82,3.57
"2015/05/27",4.7,6.03,7.39,1.22,2.78,3.69
"2015/05/28",4.69,6.01,7.37,0.96,2.83,3.58
"2015/05/29",4.68,5.99,7.34,0.99,2.78,3.55
"2015/06/01",4.68,6.03,7.38,0.99,2.8,3.57
"2015/06/02",4.7,6.08,7.43,1.04,2.8,3.57
"2015/06/03",4.71,6.12,7.48,1,2.87,3.62
"2015/06/04",4.69,6.14,7.5,1.09,2.86,3.62
"2015/06/05",4.67,6.17,7.57,1.04,2.87,3.65
"2015/06/09",4.65,6.16,7.56,1.21,2.85,3.73
"2015/06/10",4.61,6.15,7.58,1.08,2.92,3.65
"2015/06/11",4.62,6.17,7.59,1.01,2.96,3.69
"2015/06/12",4.74,6.15,7.57,1.06,2.91,3.66
"2015/06/16",4.6,6.17,7.58,1.07,2.89,3.66
"2015/06/17",4.58,6.24,7.7,1.04,3,3.75
"2015/06/18",4.6,6.24,7.67,1.07,3.01,3.77
"2015/06/19",4.58,6.21,7.66,1.09,3.06,3.77
"2015/06/22",4.6,6.23,7.68,1.1,3.03,3.77
"2015/06/23",4.6,6.23,7.68,1.08,3.1,3.81
"2015/06/24",4.61,6.26,7.72,1.15,3.19,3.85
"2015/06/25",4.61,6.29,7.78,1.22,3.32,3.93
"2015/06/26",4.61,6.36,7.88,1.3,3.42,3.97
"2015/06/30",4.61,6.32,7.82,1.29,3.41,3.96
"2015/07/01",4.61,6.36,7.88,1.36,3.44,3.97
"2015/07/02",4.61,6.39,7.85,1.33,3.44,3.99
"2015/07/03",4.68,6.4,7.88,1.43,3.42,4.01
"2015/07/06",4.67,6.43,7.87,1.5,3.41,3.99
"2015/07/07",4.65,6.43,7.87,1.43,3.41,3.96
"2015/07/08",4.63,6.41,7.89,1.57,3.36,3.96
"2015/07/09",4.62,6.38,7.86,1.48,3.35,3.92
"2015/07/10",4.59,6.37,7.9,1.48,3.33,3.91
"2015/07/13",4.59,6.37,7.91,1.51,3.33,3.92
"2015/07/14",4.6,6.36,7.88,1.42,3.32,3.92
"2015/07/15",4.61,6.38,7.87,1.44,3.31,3.91
"2015/07/16",4.59,6.34,7.85,1.38,3.28,3.9
"2015/07/17",4.56,6.34,7.89,1.34,3.29,3.91
"2015/07/21",4.56,6.35,7.88,1.35,3.28,3.9
"2015/07/22",4.58,6.32,7.82,1.31,3.27,3.91
"2015/07/23",4.6,6.26,7.74,1.33,3.23,3.89
"2015/07/24",4.66,6.31,7.8,1.47,3.19,3.97
"2015/07/27",4.69,6.31,7.79,1.21,3.21,3.89
"2015/07/28",4.68,6.33,7.79,1.19,3.14,3.86
"2015/07/29",4.68,6.31,7.76,1.15,3.07,3.84
"2015/07/30",4.68,6.3,7.76,1.23,3.03,3.81
"2015/07/31",4.64,6.3,7.75,1.27,2.98,3.78
"2015/08/03",4.88,6.41,7.82,1.18,2.96,3.8
"2015/08/04",4.92,6.43,7.82,1.16,2.92,3.78
"2015/08/05",5,6.51,7.88,1.14,2.9,3.78
"2015/08/06",5.06,6.6,7.93,1.1,2.96,3.83
"2015/08/10",5.06,6.6,7.95,1.5,2.8,3.89
"2015/08/11",5.04,6.58,7.93,1.24,2.96,3.81
"2015/08/12",4.99,6.5,7.88,1.13,2.95,3.8
"2015/08/13",5.03,6.57,7.93,1.1,3.03,3.85
"2015/08/14",5.05,6.57,7.94,1.13,3,3.84
"2015/08/18",5.06,6.62,7.95,1.15,2.99,3.83
"2015/08/19",5.04,6.62,7.95,1.06,3.03,3.87
"2015/08/20",5.08,6.61,7.95,1.16,2.96,3.84
"2015/08/21",5.17,6.77,8.11,1.16,3.11,3.94
"2015/08/24",5.14,6.91,8.31,1.16,3.19,4.04
"2015/08/25",5.12,6.86,8.31,1.09,3.1,3.99
"2015/08/26",5.11,6.99,8.44,1.33,3.27,4.13
"2015/08/27",5.13,6.94,8.35,1.02,3.11,4
"2015/08/28",5.08,6.91,8.32,1.02,3.09,3.95
"2015/08/31",5.06,6.88,8.35,1.27,2.93,4.04
"2015/09/01",5.07,6.91,8.41,0.82,2.93,4.11
"2015/09/02",5.09,7.02,8.55,1.03,3.02,3.96
"2015/09/03",5.14,7.06,8.52,1.07,3.01,3.97
"2015/09/04",5.13,7.08,8.5,1.03,3.03,3.98
"2015/09/07",5.26,7.29,8.72,0.95,3.04,4.01
