"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"01.06.2022","27.457,89","27.295,63","27.482,31","27.295,42","","0,65%"
"31.05.2022","27.279,80","27.318,09","27.463,33","27.250,70","","-0,33%"
"30.05.2022","27.369,43","27.092,82","27.401,24","27.057,20","","2,19%"
"27.05.2022","26.781,68","26.947,80","26.996,70","26.731,60","","0,66%"
"26.05.2022","26.604,84","26.685,02","26.898,75","26.597,97","","-0,27%"
"25.05.2022","26.677,80","26.711,53","26.795,89","26.578,03","","-0,26%"
"24.05.2022","26.748,14","27.005,43","27.005,43","26.736,01","","-0,94%"
"23.05.2022","27.001,52","26.991,42","27.047,47","26.832,65","","0,98%"
"20.05.2022","26.739,03","26.448,23","26.769,20","26.426,99","","1,27%"
"19.05.2022","26.402,84","26.435,32","26.458,85","26.150,09","","-1,89%"
"18.05.2022","26.911,20","26.826,82","27.053,18","26.741,34","","0,94%"
"17.05.2022","26.659,75","26.555,23","26.709,26","26.440,62","","0,42%"
"16.05.2022","26.547,05","26.753,37","26.836,96","26.438,61","","0,45%"
"13.05.2022","26.427,65","25.918,80","26.479,93","25.904,40","","2,64%"
"12.05.2022","25.748,72","25.945,04","26.028,36","25.688,11","","-1,77%"
"11.05.2022","26.213,64","26.045,38","26.290,62","26.003,26","","0,18%"
"10.05.2022","26.167,10","26.149,06","26.246,63","25.773,83","","-0,58%"
"09.05.2022","26.319,34","26.705,32","26.732,61","26.309,22","","-2,53%"
"06.05.2022","27.003,56","26.784,29","27.072,59","26.543,29","","0,69%"
"02.05.2022","26.818,53","26.851,10","26.964,59","26.610,86","","-0,11%"
"28.04.2022","26.847,90","26.430,28","26.876,95","26.348,36","","1,75%"
"27.04.2022","26.386,63","26.313,14","26.406,62","26.051,04","","-1,17%"
"26.04.2022","26.700,11","26.743,21","26.808,99","26.592,99","","0,41%"
"25.04.2022","26.590,78","26.692,48","26.764,48","26.487,84","","-1,90%"
"22.04.2022","27.105,26","27.197,80","27.205,83","26.904,38","","-1,63%"
"21.04.2022","27.553,06","27.259,14","27.580,64","27.252,83","","1,23%"
"20.04.2022","27.217,85","27.210,79","27.389,84","27.066,18","","0,86%"
"19.04.2022","26.985,09","27.096,49","27.100,59","26.777,71","","0,69%"
"18.04.2022","26.799,71","26.831,45","26.851,80","26.571,38","","-1,08%"
"15.04.2022","27.093,19","26.932,48","27.203,77","26.784,92","","-0,29%"
"14.04.2022","27.172,00","26.925,64","27.200,89","26.890,68","","1,22%"
"13.04.2022","26.843,49","26.436,06","26.885,87","26.429,47","","1,93%"
"12.04.2022","26.334,98","26.606,87","26.674,86","26.304,08","","-1,81%"
"11.04.2022","26.821,52","26.877,60","27.004,50","26.720,46","","-0,61%"
"08.04.2022","26.985,80","27.097,05","27.185,23","26.764,36","","0,36%"
"07.04.2022","26.888,57","27.032,42","27.042,49","26.801,79","","-1,69%"
"06.04.2022","27.350,30","27.533,88","27.549,67","27.214,61","","-1,58%"
"05.04.2022","27.787,98","27.965,94","27.965,94","27.662,28","","0,19%"
"04.04.2022","27.736,47","27.685,65","27.754,24","27.578,81","","0,25%"
"01.04.2022","27.665,98","27.624,11","27.738,31","27.399,48","","-0,56%"
"31.03.2022","27.821,43","27.809,97","28.101,68","27.763,96","","-0,73%"
"30.03.2022","28.027,25","28.250,80","28.281,45","27.736,27","","-0,80%"
"29.03.2022","28.252,42","28.173,43","28.252,42","28.063,92","","1,10%"
"28.03.2022","27.943,89","28.084,08","28.084,08","27.812,67","","-0,73%"
"25.03.2022","28.149,84","28.338,81","28.338,81","27.946,79","","0,14%"
"24.03.2022","28.110,39","27.693,77","28.110,39","27.624,62","","0,25%"
"23.03.2022","28.040,16","27.606,79","28.056,20","27.604,37","","3,00%"
"22.03.2022","27.224,11","27.091,32","27.284,47","27.076,33","","1,48%"
"18.03.2022","26.827,43","26.649,50","26.862,43","26.592,98","","0,65%"
"17.03.2022","26.652,89","26.170,38","26.702,94","26.152,89","","3,46%"
"16.03.2022","25.762,01","25.574,90","25.824,94","25.470,46","","1,64%"
"15.03.2022","25.346,48","25.228,53","25.441,67","25.219,13","","0,15%"
"14.03.2022","25.307,85","25.338,64","25.631,01","25.299,64","","0,58%"
"11.03.2022","25.162,78","25.495,03","25.503,65","24.966,50","","-2,05%"
"10.03.2022","25.690,40","25.108,47","25.720,31","25.099,85","","3,94%"
"09.03.2022","24.717,53","24.876,49","25.084,08","24.681,74","","-0,30%"
"08.03.2022","24.790,95","24.974,35","25.291,33","24.767,33","","-1,71%"
"07.03.2022","25.221,41","25.634,09","25.640,41","25.006,26","","-2,94%"
"04.03.2022","25.985,47","26.421,85","26.421,85","25.774,28","","-2,23%"
"03.03.2022","26.577,27","26.628,87","26.704,85","26.496,72","","0,70%"
"02.03.2022","26.393,03","26.532,20","26.585,30","26.313,72","","-1,68%"
"01.03.2022","26.844,72","26.836,74","27.013,26","26.821,75","","1,20%"
"28.02.2022","26.526,82","26.457,52","26.644,56","26.262,63","","0,19%"
"25.02.2022","26.476,50","26.213,20","26.481,60","26.160,19","","1,95%"
"24.02.2022","25.970,82","26.281,35","26.357,58","25.775,64","","-1,81%"
"22.02.2022","26.449,61","26.515,45","26.550,14","26.243,73","","-1,71%"
"21.02.2022","26.910,87","26.771,58","26.998,47","26.549,00","","-0,78%"
"18.02.2022","27.122,07","26.895,16","27.216,16","26.792,54","","-0,41%"
"17.02.2022","27.232,87","27.431,42","27.438,74","27.080,92","","-0,83%"
"16.02.2022","27.460,40","27.269,05","27.486,09","27.227,24","","2,22%"
"15.02.2022","26.865,19","27.183,56","27.205,20","26.724,91","","-0,79%"
"14.02.2022","27.079,59","27.305,92","27.325,50","26.947,65","","-2,23%"
"10.02.2022","27.696,08","27.818,10","27.880,70","27.575,07","","0,42%"
"09.02.2022","27.579,87","27.488,65","27.633,10","27.405,88","","1,08%"
"08.02.2022","27.284,52","27.318,30","27.461,33","27.280,25","","0,13%"
"07.02.2022","27.248,87","27.327,63","27.369,68","27.085,32","","-0,70%"
"04.02.2022","27.439,99","27.095,90","27.455,98","27.075,99","","0,73%"
"03.02.2022","27.241,31","27.330,96","27.357,33","27.165,93","","-1,06%"
"02.02.2022","27.533,60","27.302,99","27.564,62","27.289,16","","1,68%"
"01.02.2022","27.078,48","27.167,14","27.410,79","27.016,71","","0,28%"
"31.01.2022","27.001,98","26.690,60","27.134,57","26.541,65","","1,07%"
"28.01.2022","26.717,34","26.429,85","26.764,85","26.289,69","","2,09%"
"27.01.2022","26.170,30","27.139,88","27.193,59","26.044,52","","-3,11%"
"26.01.2022","27.011,33","27.105,98","27.184,54","26.858,68","","-0,44%"
"25.01.2022","27.131,34","27.466,82","27.493,75","26.890,94","","-1,66%"
"24.01.2022","27.588,37","27.258,45","27.627,60","27.203,33","","0,24%"
"21.01.2022","27.522,26","27.404,36","27.586,42","27.129,61","","-0,90%"
"20.01.2022","27.772,93","27.401,43","27.882,53","27.217,59","","1,11%"
"19.01.2022","27.467,23","27.928,89","27.958,17","27.314,41","","-2,80%"
"18.01.2022","28.257,25","28.451,34","28.690,34","28.129,66","","-0,27%"
"17.01.2022","28.333,52","28.332,72","28.449,99","28.274,18","","0,74%"
"14.01.2022","28.124,28","28.246,99","28.252,96","27.889,21","","-1,28%"
"13.01.2022","28.489,13","28.658,22","28.660,45","28.444,96","","-0,96%"
"12.01.2022","28.765,66","28.449,53","28.814,31","28.427,60","","1,92%"
"11.01.2022","28.222,48","28.380,90","28.473,47","28.089,49","","-0,90%"
"07.01.2022","28.478,56","28.711,53","28.813,09","28.293,70","","-0,03%"
"06.01.2022","28.487,87","29.136,75","29.158,95","28.487,87","","-2,88%"
"05.01.2022","29.332,16","29.288,80","29.388,16","29.204,45","","0,10%"
"04.01.2022","29.301,79","29.098,41","29.323,79","28.954,56","","1,77%"
"30.12.2021","28.791,71","28.794,24","28.904,42","28.579,49","","-0,40%"
"29.12.2021","28.906,88","28.995,73","29.106,28","28.729,61","","-0,56%"
"28.12.2021","29.069,16","28.953,32","29.121,01","28.879,68","","1,37%"
"27.12.2021","28.676,46","28.786,33","28.805,28","28.658,82","","-0,37%"
"24.12.2021","28.782,59","28.836,05","28.870,13","28.773,50","","-0,05%"
"23.12.2021","28.798,37","28.703,01","28.798,37","28.640,15","","0,83%"
"22.12.2021","28.562,21","28.614,06","28.673,77","28.473,85","","0,16%"
"21.12.2021","28.517,59","28.309,60","28.533,74","28.226,43","","2,08%"
"20.12.2021","27.937,81","28.325,46","28.441,51","27.893,18","","-2,13%"
"17.12.2021","28.545,68","28.854,60","28.904,94","28.503,08","","-1,79%"
"16.12.2021","29.066,32","28.868,37","29.070,08","28.782,19","","2,13%"
"15.12.2021","28.459,72","28.358,47","28.525,83","28.358,47","","0,10%"
"14.12.2021","28.432,64","28.554,86","28.672,96","28.309,67","","-0,73%"
"13.12.2021","28.640,49","28.705,26","28.793,32","28.593,45","","0,71%"
"10.12.2021","28.437,77","28.542,50","28.699,01","28.392,87","","-1,00%"
"09.12.2021","28.725,47","28.827,32","28.908,29","28.725,47","","-0,47%"
"08.12.2021","28.860,62","28.792,89","28.897,44","28.621,47","","1,42%"
"07.12.2021","28.455,60","28.138,82","28.618,46","27.961,66","","1,89%"
"06.12.2021","27.927,37","28.069,96","28.081,04","27.693,91","","-0,36%"
"03.12.2021","28.029,57","27.841,05","28.029,57","27.588,61","","1,00%"
"02.12.2021","27.753,37","27.716,20","27.938,55","27.644,96","","-0,65%"
"01.12.2021","27.935,62","27.866,73","28.106,30","27.594,01","","0,41%"
"30.11.2021","27.821,76","28.611,73","28.718,70","27.819,14","","-1,63%"
"29.11.2021","28.283,92","28.337,96","28.776,34","28.187,12","","-1,63%"
"26.11.2021","28.751,62","29.324,47","29.332,99","28.605,61","","-2,53%"
"25.11.2021","29.499,28","29.469,65","29.570,42","29.444,45","","0,67%"
"24.11.2021","29.302,66","29.663,45","29.758,05","29.212,93","","-1,58%"
"22.11.2021","29.774,11","29.618,55","29.806,49","29.542,29","","0,09%"
"19.11.2021","29.745,87","29.641,05","29.768,54","29.589,19","","0,50%"
"18.11.2021","29.598,66","29.597,93","29.715,95","29.402,57","","-0,30%"
"17.11.2021","29.688,33","29.906,68","29.909,97","29.623,79","","-0,40%"
"16.11.2021","29.808,12","29.749,71","29.960,93","29.681,25","","0,11%"
"15.11.2021","29.776,80","29.807,37","29.861,88","29.718,21","","0,56%"
"12.11.2021","29.609,97","29.381,45","29.661,22","29.381,45","","1,13%"
"11.11.2021","29.277,86","29.046,19","29.336,03","29.040,08","","0,59%"
"10.11.2021","29.106,78","29.209,06","29.296,88","29.079,77","","-0,61%"
"09.11.2021","29.285,46","29.557,55","29.750,46","29.240,31","","-0,75%"
"08.11.2021","29.507,05","29.735,45","29.735,45","29.507,05","","-0,35%"
"05.11.2021","29.611,57","29.840,73","29.840,73","29.504,07","","-0,61%"
"04.11.2021","29.794,37","29.859,74","29.880,81","29.718,78","","0,93%"
"02.11.2021","29.520,90","29.462,40","29.599,57","29.457,18","","-0,43%"
"01.11.2021","29.647,08","29.330,68","29.666,83","29.267,63","","2,61%"
"29.10.2021","28.892,69","28.819,16","29.000,65","28.475,06","","0,25%"
"28.10.2021","28.820,09","28.871,61","28.895,11","28.693,06","","-0,96%"
"27.10.2021","29.098,24","29.056,01","29.139,22","28.870,25","","-0,03%"
"26.10.2021","29.106,01","28.927,61","29.160,76","28.893,95","","1,77%"
"25.10.2021","28.600,41","28.527,13","28.668,70","28.472,55","","-0,71%"
"22.10.2021","28.804,85","28.578,53","28.989,50","28.546,57","","0,34%"
"21.10.2021","28.708,58","29.152,74","29.220,82","28.688,78","","-1,87%"
"20.10.2021","29.255,55","29.385,95","29.489,11","29.222,32","","0,14%"
"19.10.2021","29.215,52","29.117,28","29.272,49","29.075,37","","0,65%"
"18.10.2021","29.025,46","29.093,82","29.144,33","28.924,40","","-0,15%"
"15.10.2021","29.068,63","28.787,26","29.082,35","28.726,22","","1,81%"
"14.10.2021","28.550,93","28.264,41","28.576,68","28.234,01","","1,46%"
"13.10.2021","28.140,28","28.085,44","28.364,99","27.993,46","","-0,32%"
"12.10.2021","28.230,61","28.458,88","28.468,88","28.166,38","","-0,94%"
"11.10.2021","28.498,20","27.977,57","28.581,36","27.893,32","","1,60%"
"08.10.2021","28.048,94","28.031,37","28.321,35","28.018,89","","1,34%"
"07.10.2021","27.678,21","27.665,97","28.015,11","27.607,97","","0,54%"
"06.10.2021","27.528,87","28.033,91","28.209,82","27.293,62","","-1,05%"
"05.10.2021","27.822,12","28.050,39","28.058,67","27.460,29","","-2,19%"
"04.10.2021","28.444,89","29.044,47","29.046,06","28.343,58","","-1,13%"
"01.10.2021","28.771,07","29.235,11","29.393,67","28.680,73","","-2,31%"
"30.09.2021","29.452,66","29.569,19","29.622,27","29.311,34","","-0,31%"
"29.09.2021","29.544,29","29.611,92","29.679,26","29.329,16","","-2,12%"
"28.09.2021","30.183,96","30.142,38","30.207,63","30.001,99","","-0,19%"
"27.09.2021","30.240,06","30.277,82","30.414,61","30.197,40","","-0,03%"
"24.09.2021","30.248,81","30.141,61","30.276,38","30.110,30","","2,06%"
"22.09.2021","29.639,40","29.744,73","29.868,10","29.573,88","","-0,67%"
"21.09.2021","29.839,71","30.021,25","30.051,00","29.832,52","","-2,17%"
"17.09.2021","30.500,05","30.387,54","30.541,99","30.358,93","","0,58%"
"16.09.2021","30.323,34","30.606,15","30.622,39","30.202,51","","-0,62%"
"15.09.2021","30.511,71","30.464,17","30.573,41","30.347,30","","-0,52%"
"14.09.2021","30.670,10","30.584,77","30.795,78","30.504,81","","0,73%"
"13.09.2021","30.447,37","30.372,02","30.447,37","30.229,01","","0,22%"
"10.09.2021","30.381,84","30.089,45","30.381,84","30.064,02","","1,25%"
"09.09.2021","30.008,19","29.959,21","30.097,56","29.909,92","","-0,57%"
"08.09.2021","30.181,21","29.819,55","30.241,87","29.787,13","","0,89%"
"07.09.2021","29.916,14","29.883,92","30.048,23","29.838,43","","0,86%"
"06.09.2021","29.659,89","29.501,22","29.705,04","29.469,35","","1,83%"
"03.09.2021","29.128,11","28.626,48","29.149,65","28.607,87","","2,05%"
"02.09.2021","28.543,51","28.522,46","28.626,20","28.412,91","","0,33%"
"01.09.2021","28.451,02","28.179,04","28.457,67","28.179,04","","1,29%"
"31.08.2021","28.089,54","27.690,77","28.158,95","27.602,21","","1,08%"
"30.08.2021","27.789,29","27.867,60","27.921,55","27.656,63","","0,54%"
"27.08.2021","27.641,14","27.581,24","27.670,66","27.481,23","","-0,36%"
"26.08.2021","27.742,29","27.793,63","27.828,28","27.684,50","","0,06%"
"25.08.2021","27.724,80","27.768,13","27.897,72","27.684,05","","-0,03%"
"24.08.2021","27.732,10","27.653,23","27.817,89","27.653,23","","0,87%"
"23.08.2021","27.494,24","27.193,10","27.541,63","27.193,10","","1,78%"
"20.08.2021","27.013,25","27.238,45","27.316,79","26.954,81","","-0,98%"
"19.08.2021","27.281,17","27.398,58","27.504,80","27.255,58","","-1,10%"
"18.08.2021","27.585,91","27.418,08","27.671,57","27.347,77","","0,59%"
"17.08.2021","27.424,47","27.666,94","27.750,39","27.424,47","","-0,36%"
"16.08.2021","27.523,19","27.806,11","27.833,21","27.427,38","","-1,62%"
"13.08.2021","27.977,15","28.038,96","28.070,00","27.949,33","","-0,14%"
"12.08.2021","28.015,02","28.177,20","28.279,80","28.006,31","","-0,20%"
"11.08.2021","28.070,51","28.045,84","28.146,68","27.974,99","","0,65%"
"10.08.2021","27.888,15","27.887,03","28.128,61","27.808,54","","0,24%"
"06.08.2021","27.820,04","27.709,22","27.888,87","27.709,22","","0,33%"
"05.08.2021","27.728,12","27.526,67","27.741,55","27.526,67","","0,52%"
"04.08.2021","27.584,08","27.612,90","27.636,34","27.488,74","","-0,21%"
"03.08.2021","27.641,83","27.580,03","27.724,45","27.492,40","","-0,50%"
"02.08.2021","27.781,02","27.493,32","27.834,60","27.493,32","","1,82%"
"30.07.2021","27.283,59","27.677,89","27.699,35","27.272,49","","-1,80%"
"29.07.2021","27.782,42","27.722,61","27.798,05","27.663,41","","0,73%"
"28.07.2021","27.581,66","27.674,99","27.809,86","27.466,99","","-1,39%"
"27.07.2021","27.970,22","27.911,93","28.036,23","27.862,69","","0,49%"
"26.07.2021","27.833,29","27.990,47","28.036,47","27.786,44","","1,04%"
"21.07.2021","27.548,00","27.747,06","27.882,43","27.438,07","","0,58%"
"20.07.2021","27.388,16","27.351,80","27.564,52","27.330,15","","-0,96%"
"19.07.2021","27.652,74","27.663,40","27.792,52","27.493,63","","-1,25%"
"16.07.2021","28.003,08","28.039,26","28.201,30","27.847,35","","-0,98%"
"15.07.2021","28.279,09","28.539,32","28.571,72","28.240,21","","-1,15%"
"14.07.2021","28.608,49","28.517,31","28.696,80","28.482,82","","-0,38%"
"13.07.2021","28.718,24","28.713,82","28.852,31","28.699,04","","0,52%"
"12.07.2021","28.569,02","28.412,70","28.595,12","28.405,60","","2,25%"
"09.07.2021","27.940,42","27.739,42","28.000,02","27.419,40","","-0,63%"
"08.07.2021","28.118,03","28.332,63","28.366,76","28.118,03","","-0,88%"
"07.07.2021","28.366,95","28.262,40","28.434,99","28.161,75","","-0,96%"
"06.07.2021","28.643,21","28.677,95","28.748,23","28.587,61","","0,16%"
"05.07.2021","28.598,19","28.709,57","28.731,07","28.581,08","","-0,64%"
"02.07.2021","28.783,28","28.719,24","28.849,32","28.688,63","","0,27%"
"01.07.2021","28.707,04","28.832,41","28.833,17","28.624,80","","-0,29%"
"30.06.2021","28.791,53","28.896,31","28.998,99","28.779,76","","-0,07%"
"29.06.2021","28.812,61","28.927,44","28.951,68","28.735,55","","-0,81%"
"28.06.2021","29.048,02","29.112,66","29.121,28","28.984,93","","-0,06%"
"25.06.2021","29.066,18","29.137,30","29.174,17","28.992,74","","0,66%"
"24.06.2021","28.875,23","28.811,82","28.935,34","28.758,37","","0,00%"
"23.06.2021","28.874,89","28.886,92","29.007,83","28.860,06","","-0,03%"
"22.06.2021","28.884,13","28.513,07","28.895,26","28.494,46","","3,12%"
"21.06.2021","28.010,93","28.506,84","28.506,84","27.795,86","","-3,29%"
"18.06.2021","28.964,08","29.136,74","29.136,74","28.957,98","","-0,19%"
"17.06.2021","29.018,33","29.149,34","29.197,68","28.875,39","","-0,93%"
"16.06.2021","29.291,01","29.306,14","29.434,10","29.263,72","","-0,51%"
"15.06.2021","29.441,30","29.256,03","29.480,85","29.235,71","","0,96%"
"14.06.2021","29.161,80","29.153,11","29.208,35","29.026,27","","0,74%"
"11.06.2021","28.948,73","29.030,04","29.080,89","28.839,54","","-0,03%"
"10.06.2021","28.958,56","28.799,74","29.007,53","28.799,74","","0,34%"
"09.06.2021","28.860,80","28.901,56","28.932,03","28.801,83","","-0,35%"
"08.06.2021","28.963,56","29.046,03","29.140,68","28.897,64","","-0,19%"
"07.06.2021","29.019,24","29.214,00","29.241,20","28.973,05","","0,27%"
"04.06.2021","28.941,52","28.901,42","28.991,24","28.764,68","","-0,40%"
"03.06.2021","29.058,11","28.890,39","29.157,16","28.879,15","","0,39%"
"02.06.2021","28.946,14","28.730,81","29.003,55","28.565,83","","0,46%"
"01.06.2021","28.814,34","28.998,65","29.075,47","28.611,25","","-0,16%"
"31.05.2021","28.860,08","29.019,45","29.147,71","28.791,60","","-0,99%"
"28.05.2021","29.149,41","28.912,54","29.194,11","28.899,66","","2,10%"
"27.05.2021","28.549,01","28.543,32","28.587,21","28.360,56","","-0,33%"
"26.05.2021","28.642,19","28.396,62","28.710,83","28.396,62","","0,31%"
"25.05.2021","28.553,98","28.516,99","28.576,97","28.443,74","","0,67%"
"24.05.2021","28.364,61","28.212,32","28.584,18","28.212,32","","0,17%"
"21.05.2021","28.317,83","28.269,61","28.411,56","28.193,03","","0,78%"
"20.05.2021","28.098,25","27.875,50","28.176,87","27.821,96","","0,19%"
"19.05.2021","28.044,45","28.031,22","28.216,65","27.842,98","","-1,28%"
"18.05.2021","28.406,84","27.931,57","28.481,17","27.931,57","","2,09%"
"17.05.2021","27.824,83","28.310,46","28.312,78","27.632,53","","-0,92%"
"14.05.2021","28.084,47","27.723,70","28.139,96","27.723,70","","2,32%"
"13.05.2021","27.448,01","27.929,01","27.961,96","27.385,03","","-2,49%"
"12.05.2021","28.147,51","28.712,10","28.831,03","27.888,59","","-1,61%"
"11.05.2021","28.608,59","29.238,56","29.289,12","28.535,36","","-3,08%"
"10.05.2021","29.518,34","29.376,89","29.685,41","29.346,14","","0,55%"
"07.05.2021","29.357,82","29.330,45","29.449,86","29.237,36","","0,09%"
"06.05.2021","29.331,37","29.024,01","29.430,22","28.966,47","","1,80%"
"30.04.2021","28.812,63","28.996,66","29.046,49","28.760,27","","-0,83%"
"28.04.2021","29.053,97","28.935,51","29.139,70","28.875,91","","0,21%"
"27.04.2021","28.991,89","29.174,53","29.187,11","28.990,19","","-0,46%"
"26.04.2021","29.126,23","29.095,49","29.241,28","28.896,37","","0,36%"
"23.04.2021","29.020,63","28.939,12","29.035,34","28.770,62","","-0,57%"
"22.04.2021","29.188,17","28.880,78","29.192,39","28.800,86","","2,38%"
"21.04.2021","28.508,55","28.660,36","28.778,93","28.419,84","","-2,03%"
"20.04.2021","29.100,38","29.355,87","29.361,28","29.014,36","","-1,97%"
"19.04.2021","29.685,37","29.688,32","29.808,01","29.530,84","","0,01%"
"16.04.2021","29.683,37","29.789,08","29.789,08","29.621,83","","0,14%"
"15.04.2021","29.642,69","29.573,90","29.787,66","29.558,55","","0,07%"
"14.04.2021","29.620,99","29.718,06","29.722,40","29.567,18","","-0,44%"
"13.04.2021","29.751,61","29.605,69","29.897,11","29.573,79","","0,72%"
"12.04.2021","29.538,73","29.874,43","29.876,04","29.538,73","","-0,77%"
"09.04.2021","29.768,06","29.865,53","30.064,35","29.768,06","","0,20%"
"08.04.2021","29.708,98","29.675,88","29.744,79","29.516,42","","-0,07%"
"07.04.2021","29.730,79","29.743,48","29.867,94","29.523,55","","0,12%"
"06.04.2021","29.696,63","30.208,89","30.208,89","29.665,86","","-1,30%"
"05.04.2021","30.089,25","30.084,61","30.195,00","30.024,25","","0,79%"
"02.04.2021","29.854,00","29.704,66","29.869,67","29.694,09","","1,58%"
"01.04.2021","29.388,87","29.441,91","29.585,46","29.318,82","","0,72%"
"31.03.2021","29.178,80","29.278,33","29.348,99","29.165,52","","-0,86%"
"30.03.2021","29.432,70","29.365,04","29.478,20","29.283,89","","0,16%"
"29.03.2021","29.384,52","29.478,12","29.578,37","29.200,88","","0,71%"
"26.03.2021","29.176,70","29.068,52","29.240,74","28.953,22","","1,56%"
"25.03.2021","28.729,88","28.457,33","28.821,83","28.414,92","","1,14%"
"24.03.2021","28.405,52","28.765,55","28.867,67","28.379,06","","-2,04%"
"23.03.2021","28.995,92","29.381,49","29.496,83","28.995,92","","-0,61%"
"22.03.2021","29.174,15","29.444,10","29.472,98","29.107,63","","-2,07%"
"19.03.2021","29.792,05","29.904,57","30.049,77","29.621,22","","-1,41%"
"18.03.2021","30.216,75","30.148,48","30.485,00","30.041,50","","1,01%"
"17.03.2021","29.914,33","29.836,83","29.984,97","29.825,16","","-0,02%"
"16.03.2021","29.921,09","29.770,39","30.026,40","29.755,47","","0,52%"
"15.03.2021","29.766,97","29.804,50","29.884,73","29.670,31","","0,17%"
"12.03.2021","29.717,83","29.287,74","29.744,32","29.210,40","","1,73%"
"11.03.2021","29.211,64","29.033,92","29.255,42","28.995,33","","0,60%"
"10.03.2021","29.036,56","29.118,28","29.233,47","28.960,09","","0,03%"
"09.03.2021","29.027,94","28.748,87","29.053,56","28.609,21","","0,99%"
"08.03.2021","28.743,25","29.208,19","29.255,90","28.644,26","","-0,42%"
"05.03.2021","28.864,32","28.725,48","28.867,83","28.308,57","","-0,23%"
"04.03.2021","28.930,11","29.198,42","29.277,19","28.711,04","","-2,13%"
"03.03.2021","29.559,10","29.482,12","29.604,37","29.336,60","","0,51%"
"02.03.2021","29.408,17","29.939,75","29.996,39","29.314,82","","-0,86%"
"01.03.2021","29.663,50","29.419,45","29.686,39","29.396,04","","2,41%"
"26.02.2021","28.966,01","29.753,73","29.760,31","28.966,01","","-3,99%"
"25.02.2021","30.168,27","30.077,27","30.213,28","30.044,43","","1,67%"
"24.02.2021","29.671,70","30.020,11","30.089,59","29.671,70","","-1,61%"
"22.02.2021","30.156,03","30.281,78","30.458,13","30.089,18","","0,46%"
"19.02.2021","30.017,92","29.970,59","30.169,59","29.847,33","","-0,72%"
"18.02.2021","30.236,09","30.311,98","30.560,49","30.140,01","","-0,19%"
"17.02.2021","30.292,19","30.366,82","30.398,20","30.191,01","","-0,58%"
"16.02.2021","30.467,75","30.229,46","30.714,52","30.191,65","","1,28%"
"15.02.2021","30.084,15","29.662,41","30.092,34","29.662,41","","1,91%"
"12.02.2021","29.520,07","29.635,88","29.650,51","29.417,32","","-0,14%"
"10.02.2021","29.562,93","29.412,55","29.562,93","29.368,18","","0,19%"
"09.02.2021","29.505,93","29.435,61","29.585,75","29.350,48","","0,40%"
"08.02.2021","29.388,50","28.831,58","29.400,56","28.817,60","","2,12%"
"05.02.2021","28.779,19","28.631,46","28.785,71","28.548,27","","1,54%"
"04.02.2021","28.341,95","28.557,46","28.600,22","28.325,89","","-1,06%"
"03.02.2021","28.646,50","28.482,71","28.669,95","28.402,30","","1,00%"
"02.02.2021","28.362,17","28.207,48","28.379,31","28.089,12","","0,97%"
"01.02.2021","28.091,05","27.649,07","28.107,10","27.649,07","","1,55%"
"29.01.2021","27.663,39","28.320,72","28.320,72","27.629,80","","-1,89%"
"28.01.2021","28.197,42","28.169,27","28.360,48","27.975,85","","-1,53%"
"27.01.2021","28.635,21","28.665,34","28.754,99","28.542,00","","0,31%"
"26.01.2021","28.546,18","28.696,30","28.740,71","28.527,81","","-0,96%"
"25.01.2021","28.822,29","28.698,89","28.822,29","28.566,85","","0,67%"
"22.01.2021","28.631,45","28.580,20","28.698,18","28.527,16","","-0,44%"
"21.01.2021","28.756,86","28.710,41","28.846,15","28.677,61","","0,82%"
"20.01.2021","28.523,26","28.798,74","28.801,19","28.402,11","","-0,38%"
"19.01.2021","28.633,46","28.405,49","28.720,91","28.373,34","","1,39%"
"18.01.2021","28.242,21","28.238,68","28.349,97","28.111,54","","-0,97%"
"15.01.2021","28.519,18","28.777,47","28.820,50","28.477,03","","-0,62%"
"14.01.2021","28.698,26","28.442,73","28.979,53","28.411,58","","0,85%"
"13.01.2021","28.456,59","28.140,10","28.503,43","28.133,59","","1,04%"
"12.01.2021","28.164,34","28.004,37","28.287,37","27.899,45","","0,09%"
"08.01.2021","28.139,03","27.720,14","28.139,03","27.667,75","","2,36%"
"07.01.2021","27.490,13","27.340,46","27.624,73","27.340,46","","1,60%"
"06.01.2021","27.055,94","27.102,85","27.196,40","27.002,18","","-0,38%"
"05.01.2021","27.158,63","27.151,38","27.279,78","27.073,46","","-0,37%"
"04.01.2021","27.258,38","27.575,57","27.602,11","27.042,32","","-0,68%"
"30.12.2020","27.444,17","27.559,10","27.572,57","27.338,56","","-0,45%"
"29.12.2020","27.568,15","26.936,38","27.602,52","26.921,14","","2,66%"
"28.12.2020","26.854,03","26.691,29","26.854,03","26.664,60","","0,74%"
"25.12.2020","26.656,61","26.708,10","26.716,61","26.638,28","","-0,04%"
"24.12.2020","26.668,35","26.635,11","26.764,53","26.605,26","","0,54%"
"23.12.2020","26.524,79","26.580,43","26.585,21","26.414,74","","0,33%"
"22.12.2020","26.436,39","26.559,33","26.639,99","26.361,66","","-1,04%"
"21.12.2020","26.714,42","26.834,10","26.905,67","26.533,63","","-0,18%"
"18.12.2020","26.763,39","26.775,53","26.824,29","26.707,30","","-0,16%"
