"PrediccionKey;FechaKey;ModeloKey;MercadoKey;ValorReal;ValorPredicho;ErrorAbsoluto;ErrorPorcentual;TipoPeriodo;";"onaEntrenamiento;EsPrediccionFutura;FechaReal;ModeloInfo;ValorReal_SP500;ValorPredicho_SP500"
"135;135;1;1;-0.016366;-0.016369;3,00E-06;0.018331;Training;";"ona A;False;22/07/2015;CATBOOST_Training;2079.6;2079.6"
"136;136;1;1;-0.031634;-0.031642;8,00E-06;0.025289;Training;";"ona A;False;23/07/2015;CATBOOST_Training;2035.7;2035.68"
"137;137;1;1;-0.052315;-0.052306;9,00E-06;0.017203;Training;";"ona A;False;24/07/2015;CATBOOST_Training;1970.9;1970.92"
"138;138;1;1;-0.084349;-0.084358;9,00E-06;0.01067;Training;";"ona A;False;27/07/2015;CATBOOST_Training;1893.2;1893.18"
"139;139;1;1;-0.107778;-0.107767;1.1e-05;0.010206;Training;";"ona A;False;28/07/2015;CATBOOST_Training;1867.6;1867.62"
"140;140;1;1;-0.079721;-0.079724;3,00E-06;0.003763;Training;";"ona A;False;29/07/2015;CATBOOST_Training;1940.5;1940.5"
"141;141;1;1;-0.057337;-0.057336;1,00E-06;0.001744;Training;";"ona A;False;30/07/2015;CATBOOST_Training;1987.7;1987.7"
"142;142;1;1;-0.054615;-0.054618;3,00E-06;0.005493;Training;";"ona A;False;31/07/2015;CATBOOST_Training;1988.9;1988.9"
"143;143;1;1;-0.059962;-0.059967;5,00E-06;0.008339;Training;";"ona A;False;3/08/2015;CATBOOST_Training;1972.2;1972.19"
"144;144;1;1;-0.08575;-0.085746;4,00E-06;0.004665;Training;";"ona A;False;4/08/2015;CATBOOST_Training;1913.8;1913.8"
"145;145;1;1;-0.071864;-0.071859;5,00E-06;0.006958;Training;";"ona A;False;5/08/2015;CATBOOST_Training;1948.9;1948.91"
"146;146;1;1;-0.063592;-0.063602;1,00E-05;0.015725;Training;";"ona A;False;6/08/2015;CATBOOST_Training;1951.1;1951.08"
"147;147;1;1;-0.075279;-0.075271;8,00E-06;0.010627;Training;";"ona A;False;7/08/2015;CATBOOST_Training;1921.2;1921.22"
"148;148;1;1;-0.086969;-0.086969;0.0;0.0;Training;";"ona A;False;10/08/2015;CATBOOST_Training;1921.2;1921.2"
"149;149;1;1;-0.055036;-0.055037;1,00E-06;0.001817;Training;";"ona A;False;11/08/2015;CATBOOST_Training;1969.4;1969.4"
"150;150;1;1;-0.069076;-0.069073;3,00E-06;0.004343;Training;";"ona A;False;12/08/2015;CATBOOST_Training;1942;1942.0"
"151;151;1;1;-0.062926;-0.06293;4,00E-06;0.006357;Training;";"ona A;False;13/08/2015;CATBOOST_Training;1952.3;1952.3"
"152;152;1;1;-0.062395;-0.062395;0.0;0.0;Training;";"ona A;False;14/08/2015;CATBOOST_Training;1961;1961.0"
"153;153;1;1;-0.071062;-0.071057;5,00E-06;0.007036;Training;";"ona A;False;17/08/2015;CATBOOST_Training;1953;1953.01"
"154;154;1;1;-0.056655;-0.056657;2,00E-06;0.00353;Training;";"ona A;False;18/08/2015;CATBOOST_Training;1978.1;1978.1"
"155;155;1;1;-0.040537;-0.040539;2,00E-06;0.004934;Training;";"ona A;False;19/08/2015;CATBOOST_Training;1995.3;1995.3"
"156;156;1;1;-0.022351;-0.022351;0.0;0.0;Training;";"ona A;False;20/08/2015;CATBOOST_Training;1990.2;1990.2"
"157;157;1;1;-0.006545;-0.006544;1,00E-06;0.015279;Training;";"ona A;False;21/08/2015;CATBOOST_Training;1958;1958.0"
"158;158;1;1;0.038982;0.038982;0.0;0.0;Training;";"ona A;False;24/08/2015;CATBOOST_Training;1967;1967"
"159;159;1;1;0.040212;0.040209;3,00E-06;0.00746;Training;";"ona A;False;25/08/2015;CATBOOST_Training;1942.7;1942.7"
"160;160;1;1;-0.000876;-0.000873;3,00E-06;0.342466;Training;";"ona A;False;26/08/2015;CATBOOST_Training;1938.8;1938.8"
"161;161;1;1;-0.027922;-0.027918;4,00E-06;0.014326;Training;";"ona A;False;27/08/2015;CATBOOST_Training;1932.2;1932.2"
"162;162;1;1;-0.028961;-0.028968;7,00E-06;0.02417;Training;";"ona A;False;28/08/2015;CATBOOST_Training;1931.3;1931.29"
"163;163;1;1;-0.045837;-0.045831;6,00E-06;0.01309;Training;";"ona A;False;31/08/2015;CATBOOST_Training;1881.8;1881.81"
"164;164;1;1;-0.015519;-0.015525;6,00E-06;0.038662;Training;";"ona A;False;1/09/2015;CATBOOST_Training;1884.1;1884.09"
"165;165;1;1;-0.014829;-0.014821;8,00E-06;0.053948;Training;";"ona A;False;2/09/2015;CATBOOST_Training;1920;1920.02"
"166;166;1;1;-0.013992;-0.013999;7,00E-06;0.050029;Training;";"ona A;False;3/09/2015;CATBOOST_Training;1923.8;1923.79"
"167;167;1;1;0.015719;0.015725;6,00E-06;0.03817;Training;";"ona A;False;4/09/2015;CATBOOST_Training;1951.4;1951.41"
"168;168;1;1;0.034249;0.034243;6,00E-06;0.017519;Training;";"ona A;False;7/09/2015;CATBOOST_Training;1987;1986.99"
"169;169;1;1;0.005332;0.005339;7,00E-06;0.131283;Training;";"ona A;False;8/09/2015;CATBOOST_Training;1979.9;1979.91"
"170;170;1;1;0.027703;0.027699;4,00E-06;0.014439;Training;";"ona A;False;9/09/2015;CATBOOST_Training;1995.8;1995.8"
