Friday_of_Week,NFCI,ANFCI,Risk,Credit,Leverage,Nonfinancial_Leverage
12/05/1997,-0.480189490570982,-0.483511499748278,-0.377581533416856,-0.0966162779480196,-1.03672051832632,0.152894029243939
12/12/1997,-0.487486042074038,-0.507776792629511,-0.398675027424157,-0.0884533156794858,-1.02174340430937,0.15983246640724
12/19/1997,-0.49904792190769,-0.530256127430928,-0.423030560341941,-0.0870605891417731,-1.00501499311573,0.166730558444486
12/26/1997,-0.513987967267511,-0.547611422923461,-0.448890849659727,-0.0926948071563933,-0.987208101426011,0.173493906449447
01/02/1998,-0.53104846354364,-0.556409867523064,-0.474391682116114,-0.104673147881881,-0.969822844597473,0.180017551918332
01/09/1998,-0.548593606306155,-0.559215817331197,-0.496695790018579,-0.121975569992972,-0.954524820456164,0.186199045746676
01/16/1998,-0.567897110222649,-0.563726471939831,-0.51837794363084,-0.141227013543409,-0.943891778876455,0.191921380539855
01/23/1998,-0.586281311585221,-0.57181605003185,-0.537644157661542,-0.160410806348121,-0.938579712050367,0.197090805981536
01/30/1998,-0.603974967230824,-0.587394097206968,-0.554679042631317,-0.177366728687826,-0.940606949964145,0.201622423935517
02/06/1998,-0.620055154909206,-0.606600667951545,-0.569499125116185,-0.190488158203432,-0.949895075745958,0.20545221854388
02/13/1998,-0.632552648650432,-0.621891260048023,-0.580876995465205,-0.198985677353453,-0.965433638609247,0.208540403708512
02/20/1998,-0.641417409597638,-0.628247601152658,-0.588732520006613,-0.202829719220074,-0.986035876745759,0.210873064550058
02/27/1998,-0.645914023916727,-0.621793632324798,-0.592565809898148,-0.202805172364135,-1.00897958366819,0.21246253856715
03/06/1998,-0.645219613815571,-0.602774570685376,-0.591390361904793,-0.200128490171998,-1.03152648950288,0.213346825263847
03/13/1998,-0.642023552287482,-0.581332072167138,-0.587457213639762,-0.196366865452754,-1.05073937000514,0.213588551781337
03/20/1998,-0.637755299823982,-0.56556374666223,-0.581993776776464,-0.1927200804732,-1.06421265409966,0.21327243128072
03/27/1998,-0.632109344654436,-0.556474649744895,-0.574805799171981,-0.19027977487461,-1.06947006588697,0.212500548021007
04/03/1998,-0.626417878422169,-0.55366566412241,-0.567208670668428,-0.189076130187872,-1.06609811863163,0.211378919435167
04/10/1998,-0.621057948091097,-0.552093806088828,-0.560235214610922,-0.188490885671245,-1.05418707116144,0.210033277991073
04/17/1998,-0.615535301096787,-0.54509310818341,-0.554731928661797,-0.18734119834559,-1.03424798368633,0.208565802120205
04/24/1998,-0.609476190224946,-0.530205442417084,-0.550309021599767,-0.184782400405004,-1.00830419650172,0.207073925377336
05/01/1998,-0.603093068545799,-0.511203477574103,-0.547431312286045,-0.179534547018926,-0.979132493970787,0.205636902040285
05/08/1998,-0.596703646233457,-0.49390738679724,-0.546616603160476,-0.171245087551034,-0.948251767592174,0.204316190357296
05/15/1998,-0.590329267469048,-0.48356951068226,-0.546934117119077,-0.159694990638485,-0.918573009666645,0.203155053337394
05/22/1998,-0.58381718627676,-0.48018539082418,-0.548238903034614,-0.145289610614464,-0.890569597027739,0.202181004395936
05/29/1998,-0.57621726477162,-0.476495691440612,-0.549192148185161,-0.128898395265935,-0.864093322172503,0.201407142193004
06/05/1998,-0.570189134909068,-0.469682187918636,-0.551517170357378,-0.111892089387271,-0.838149644863856,0.200835737526834
06/12/1998,-0.565309542303999,-0.454678540284576,-0.554709743813716,-0.0954078972411378,-0.810324995811951,0.200461269925318
06/19/1998,-0.562593730875214,-0.434963643715316,-0.558324296866494,-0.0814101193153092,-0.777710658108216,0.20027285304947
06/26/1998,-0.561219703540585,-0.416977542614876,-0.56136019418005,-0.0706156625894914,-0.737160579743128,0.200258896324667
07/03/1998,-0.560669206426732,-0.409617100290095,-0.563242642588364,-0.0631691122278623,-0.685862666092058,0.200408655810959
07/10/1998,-0.558397637442901,-0.414861177754597,-0.56174182460867,-0.058540923073477,-0.621611009199062,0.200713933126242
07/17/1998,-0.551932176761777,-0.426227710603799,-0.555375437133054,-0.0552016689428268,-0.543465382874007,0.201167947004826
07/24/1998,-0.538063791917386,-0.431482961793262,-0.541599117195413,-0.0513825257560468,-0.452262240194257,0.20177043175118
07/31/1998,-0.515046313909486,-0.419614130802714,-0.51918788566759,-0.0449486416218045,-0.350942929933397,0.202524311513379
08/07/1998,-0.480649456797026,-0.384479221585571,-0.485673813221689,-0.0347781029541407,-0.243270885815944,0.203439374467896
08/14/1998,-0.434984135032889,-0.32839536735845,-0.440702202536364,-0.0198190771809308,-0.134839411062177,0.204533517127884
08/21/1998,-0.379487666732508,-0.261095773124224,-0.385012650389826,0.00010808895092226,-0.0312108599245771,0.20583308923308
08/28/1998,-0.316176509992603,-0.190499603826602,-0.320026393479138,0.0245287148247844,0.0623816131147595,0.20737391756564
09/04/1998,-0.249971785077822,-0.121742642492652,-0.249944598243657,0.0523976461216681,0.141394672325627,0.209201875700512
09/11/1998,-0.185000488176258,-0.0510331043991329,-0.178802901818459,0.0820487969580445,0.203373890931281,0.211372327869489
09/18/1998,-0.123752199459343,0.0271609392643673,-0.109563574054525,0.111920665700705,0.247618004209846,0.213950511263486
09/25/1998,-0.0697186384831842,0.111400293277296,-0.0471648563270972,0.140783524360566,0.275628139558755,0.217009957810928
10/02/1998,-0.0265750260451578,0.191375416104334,0.00344797672695879,0.167466283816227,0.290291436904673,0.220627320016924
10/09/1998,0.00310754056399049,0.2504820624758,0.0381130224990016,0.191233045898041,0.295907983174867,0.224881894613367
10/16/1998,0.0157012255482917,0.271992158224032,0.0516344604101126,0.212194118131419,0.296877026459615,0.229854955660844
10/23/1998,0.010118126656971,0.248300986599791,0.041711638784776,0.229560709741301,0.299543222380976,0.235609599198257
10/30/1998,-0.00852504942998676,0.190482121825012,0.0144526530350413,0.242456243141455,0.307809358187036,0.242198526291193
11/06/1998,-0.0354915026209066,0.116474257244427,-0.0251183617656631,0.250739770836915,0.325133092391063,0.249655214063902
11/13/1998,-0.0636550642961884,0.053918506526411,-0.0692967960682398,0.25417704997382,0.354117145770069,0.257985290950567
11/20/1998,-0.0930049161416508,0.00792867910469715,-0.115572762249777,0.252414561695048,0.393955688993941,0.267164664860357
11/27/1998,-0.118847148617934,-0.0175062881227745,-0.157670551669803,0.245163970070188,0.443540024023118,0.277136150952382
12/04/1998,-0.140068605701657,-0.03204086657428,-0.193244817811362,0.232638108890556,0.500186631309862,0.287805741943211
12/11/1998,-0.159204377522914,-0.0478011061955902,-0.222448857929956,0.214384331024267,0.559789059125902,0.299043867932776
12/18/1998,-0.177050259245774,-0.0708548735515236,-0.24506408156061,0.191050609707001,0.61758136662163,0.3106838437332
12/25/1998,-0.194771882166197,-0.0980725555491826,-0.262937501713385,0.163590487125531,0.670243699689951,0.322523964985921
01/01/1999,-0.211274055698498,-0.121176501705984,-0.276197565091222,0.133766172176609,0.713884302532507,0.334338484810082
01/08/1999,-0.226099187532058,-0.135073006530829,-0.285238959093912,0.103318483490614,0.74490808703354,0.345893027910367
01/15/1999,-0.24183647053227,-0.142554719872123,-0.294759351009932,0.0737284569557571,0.762216296783514,0.356918731977524
01/22/1999,-0.258723984695957,-0.149471146736964,-0.305420300929802,0.0462480088239421,0.764068014645119,0.367194992226423
01/29/1999,-0.277612582092577,-0.164103595134976,-0.318246726709144,0.0217032751362757,0.749998200248899,0.376517385838795
02/05/1999,-0.297835641055291,-0.189079411400473,-0.333067110189419,0.000651612427954444,0.721284847661031,0.384719072819808
02/12/1999,-0.31876714122474,-0.222166174660101,-0.348510362417219,-0.0169956888266597,0.679370094577206,0.391683985553614
02/19/1999,-0.339820686912642,-0.256932591014234,-0.364370482372789,-0.0311745092906244,0.627455986401001,0.397348842723742
02/26/1999,-0.359217519295794,-0.283931725023466,-0.379530410235697,-0.0421923741808529,0.569928153863794,0.401703649646862
03/05/1999,-0.37574018356035,-0.299772366873513,-0.392512755146464,-0.0506918663090603,0.510458469086008,0.404794984493758
03/12/1999,-0.389992560638381,-0.306093177839298,-0.404451844127446,-0.0569086686666339,0.453012101129102,0.406721396375225
03/19/1999,-0.401168769438517,-0.306009636289361,-0.414231592401888,-0.0615189613212268,0.4006131543707,0.407631790180949
03/26/1999,-0.409451798002297,-0.303233070354378,-0.42163714554519,-0.0650139308331888,0.35541961327598,0.407722066391918
04/02/1999,-0.415729519612336,-0.301169650809336,-0.427259381416421,-0.0678550492862826,0.319124959103255,0.407220328925415
04/09/1999,-0.420682972228174,-0.300907305638035,-0.431793341853687,-0.0700930605540744,0.292640902175969,0.406368304713958
04/16/1999,-0.425005190773645,-0.302095393910258,-0.43581147475908,-0.0721681565172853,0.276789142092561,0.405448233823779
04/23/1999,-0.428574636411388,-0.303517327477304,-0.439306824958308,-0.0739804347273657,0.271482581311377,0.4047057202828
04/30/1999,-0.431195939983868,-0.305461445811019,-0.442246482842222,-0.0753913162179051,0.276251027720473,0.404373174008791
05/07/1999,-0.431455905099215,-0.305402648653783,-0.443217250503932,-0.0761855369501663,0.290063361545276,0.404654909712993
05/14/1999,-0.427557380121705,-0.2998469899106,-0.440135396850339,-0.0760291889522732,0.311062803090592,0.405713708915673
05/21/1999,-0.419233085039856,-0.286405591948864,-0.432624478238994,-0.0746870872972025,0.337771419235699,0.40766809956619
05/28/1999,-0.406941714432674,-0.26479542726965,-0.420305823073553,-0.0722365630293801,0.368269482024018,0.410592152330209
06/04/1999,-0.391854022960941,-0.237423997944852,-0.403913656044571,-0.0688393814028899,0.40144062556713,0.414512451578707
06/11/1999,-0.374724199490294,-0.208637382204728,-0.383622617115824,-0.0645404100159528,0.435903875069761,0.419411052858089
06/18/1999,-0.356173100338663,-0.182763197238643,-0.359803967232956,-0.0597320599731931,0.471506528302165,0.425226982079759
06/25/1999,-0.335966940883072,-0.161004628905314,-0.332657545300409,-0.0546315632210387,0.508843929989636,0.431857622838377
07/02/1999,-0.314128164988678,-0.142479072869443,-0.302619178156495,-0.0493424221280278,0.548363141909092,0.43916932030224
07/09/1999,-0.290062617213683,-0.120948539651567,-0.270346003378542,-0.0436956178745436,0.591166918416538,0.4470106192629
07/16/1999,-0.263729575430058,-0.0906339466428856,-0.236964063328995,-0.0378481336180097,0.638280981827316,0.455194317139042
07/23/1999,-0.237581953247599,-0.0521713575759106,-0.205317123801419,-0.0318526215116262,0.689536751687478,0.463546061904556
07/30/1999,-0.213561294394665,-0.00963305845003346,-0.178021543637345,-0.0257775302852002,0.744597093860304,0.471892725338083
08/06/1999,-0.192019658675485,0.0344351769034673,-0.155804725708643,-0.0197362283057662,0.802302707229475,0.480070834661996
08/13/1999,-0.175112532151505,0.0709696461207157,-0.140101860792677,-0.014019407379585,0.859837292366879,0.487936014102088
08/20/1999,-0.162446095798442,0.0977384093490921,-0.13047511615096,-0.00878193829303586,0.914855406348849,0.495366523481716
08/27/1999,-0.151634656953173,0.116942171094915,-0.123360721645529,-0.00443536072006882,0.963764294077473,0.502264275118509
09/03/1999,-0.140197766820057,0.134844338111087,-0.114867336204814,-0.00118755604854636,1.00262471700967,0.50855797666421
09/10/1999,-0.127398768371638,0.156748884658511,-0.103639009747636,0.00131426912823096,1.02825906656251,0.514202797413212
